Date,DeptID,ProductionCost,Revenue
2024-05-03,4,61737.72,105335.18
2024-05-03,5,81046.81,115589.19
2024-05-03,6,47679.86,0.0
2024-05-04,1,118192.5,151381.65
2024-05-04,2,116518.54,154623.27
2024-05-04,3,100408.56,136354.61
2024-05-04,4,83846.29,121775.64
2024-05-04,5,80629.74,97218.2
2024-05-04,6,56674.98,0.0
2024-05-05,1,33912.86,43871.44
2024-05-05,2,36754.71,48220.65
2024-05-05,3,38694.53,48152.44
2024-05-05,4,30236.19,41818.38
2024-05-05,5,32709.73,49528.8
2024-05-05,6,23337.1,0.0
2024-05-06,1,97352.39,134906.15
2024-05-06,2,95246.61,129129.49
2024-05-06,3,96249.58,124200.42
2024-05-06,4,89613.83,104294.42
2024-05-06,5,90886.81,130454.04
2024-05-06,6,62533.5,0.0
2024-05-07,1,114508.92,159984.36
2024-05-07,2,77920.19,119244.3
2024-05-07,3,101939.66,131942.75
2024-05-07,4,84583.37,112438.07
2024-05-07,5,101711.59,128452.71
2024-05-07,6,49704.26,0.0
2024-05-08,1,106685.11,142695.8
2024-05-08,2,114908.17,160448.16
2024-05-08,3,81287.44,108819.4
2024-05-08,4,81541.57,117035.81
2024-05-08,5,99843.99,125211.37
2024-05-08,6,53978.48,0.0
2024-05-09,1,105746.37,164158.06
2024-05-09,2,100996.92,152846.25
2024-05-09,3,104725.97,143185.36
2024-05-09,4,86071.88,117061.91
2024-05-09,5,71375.01,109342.98
2024-05-09,6,57325.48,0.0
2024-05-10,1,87385.34,152906.45
2024-05-10,2,74175.0,106561.88
2024-05-10,3,78923.23,114290.67
2024-05-10,4,74525.6,93168.71
2024-05-10,5,83424.93,106738.3
2024-05-10,6,42810.07,0.0
2024-05-11,1,119949.23,173353.82
2024-05-11,2,92785.98,119568.41
2024-05-11,3,95275.76,130607.31
2024-05-11,4,55655.59,88954.98
2024-05-11,5,84876.58,129285.89
2024-05-11,6,61469.81,0.0
2024-05-12,1,35662.78,45659.92
2024-05-12,2,38528.51,58702.66
2024-05-12,3,34814.89,45156.57
2024-05-12,4,21319.37,28982.74
2024-05-12,5,35268.3,50435.55
2024-05-12,6,22009.3,0.0
2024-05-13,1,100919.99,135110.89
2024-05-13,2,94015.64,135680.5
2024-05-13,3,78759.98,104254.66
2024-05-13,4,76209.72,130354.27
2024-05-13,5,99335.45,125406.16
2024-05-13,6,60626.82,0.0
2024-05-14,1,99948.96,137374.58
2024-05-14,2,115597.25,153079.85
2024-05-14,3,98547.31,110175.72
2024-05-14,4,82088.81,111430.24
2024-05-14,5,103319.69,130911.13
2024-05-14,6,62237.84,0.0
2024-05-15,1,128993.45,160760.58
2024-05-15,2,100810.9,132178.19
2024-05-15,3,94891.66,139838.04
2024-05-15,4,53555.58,82049.15
2024-05-15,5,81005.66,103573.4
2024-05-15,6,61142.25,0.0
2024-05-16,1,98766.75,136269.06
2024-05-16,2,102523.53,142555.12
2024-05-16,3,71848.16,97106.48
2024-05-16,4,57603.5,105188.62
2024-05-16,5,89736.54,119259.23
2024-05-16,6,60825.03,0.0
2024-05-17,1,100610.65,138899.68
2024-05-17,2,86203.59,127131.53
2024-05-17,3,81249.73,107691.03
2024-05-17,4,79266.06,81801.76
2024-05-17,5,63083.02,88347.61
2024-05-17,6,51766.76,0.0
2024-05-18,1,97152.07,140130.26
2024-05-18,2,118877.78,148532.84
2024-05-18,3,91364.24,122921.94
2024-05-18,4,78390.83,117185.5
2024-05-18,5,69058.84,103348.36
2024-05-18,6,57759.39,0.0
2024-05-19,1,35097.31,52437.69
2024-05-19,2,37198.62,51075.25
2024-05-19,3,32196.29,44597.14
2024-05-19,4,27344.92,40747.24
2024-05-19,5,25463.09,38983.36
2024-05-19,6,22061.78,0.0
2024-05-20,1,83883.87,126467.66
2024-05-20,2,110614.89,152744.83
2024-05-20,3,105171.18,124001.05
2024-05-20,4,79737.7,125252.85
2024-05-20,5,89202.43,126994.0
2024-05-20,6,49654.82,0.0
2024-05-21,1,100115.37,147848.58
2024-05-21,2,116062.56,165545.51
2024-05-21,3,103783.76,138918.66
2024-05-21,4,63289.29,89370.47
2024-05-21,5,82028.23,110701.74
2024-05-21,6,57944.18,0.0
2024-05-22,1,99874.18,128199.25
2024-05-22,2,103975.98,156445.87
2024-05-22,3,78825.35,105391.1
2024-05-22,4,80453.89,112702.94
2024-05-22,5,92078.8,126112.84
2024-05-22,6,53864.31,0.0
2024-05-23,1,85023.85,132755.47
2024-05-23,2,84191.33,110058.0
2024-05-23,3,99212.41,143848.9
2024-05-23,4,55564.08,82784.43
2024-05-23,5,96586.44,127493.92
2024-05-23,6,67517.28,0.0
2024-05-24,1,95474.53,129623.96
2024-05-24,2,83092.15,119320.27
2024-05-24,3,76618.61,108904.77
2024-05-24,4,79049.99,104458.02
2024-05-24,5,70428.41,101961.1
2024-05-24,6,49977.72,0.0
2024-05-25,1,114597.83,146666.31
2024-05-25,2,105202.37,142839.79
2024-05-25,3,100472.33,139117.84
2024-05-25,4,58406.45,82985.44
2024-05-25,5,72377.8,113441.03
2024-05-25,6,59136.54,0.0
2024-05-26,1,41183.47,46398.24
2024-05-26,2,28581.86,44442.27
2024-05-26,3,26439.7,37641.45
2024-05-26,4,32713.49,45150.57
2024-05-26,5,26093.94,35212.41
2024-05-26,6,19386.63,0.0
2024-05-27,1,86693.44,132836.04
2024-05-27,2,85310.18,130809.54
2024-05-27,3,97724.68,136155.79
2024-05-27,4,92707.5,124780.11
2024-05-27,5,73372.42,99456.85
2024-05-27,6,58704.99,0.0
2024-05-28,1,121598.67,172955.72
2024-05-28,2,107299.78,157344.92
2024-05-28,3,103839.1,128858.05
2024-05-28,4,68751.9,95918.2
2024-05-28,5,77718.69,106186.32
2024-05-28,6,65772.84,0.0
2024-05-29,1,118467.15,170999.05
2024-05-29,2,87726.86,115694.8
2024-05-29,3,102741.73,136466.89
2024-05-29,4,84569.72,113604.8
2024-05-29,5,85464.96,131320.13
2024-05-29,6,65110.85,0.0
2024-05-30,1,125394.32,159582.58
2024-05-30,2,98826.69,130636.8
2024-05-30,3,95339.48,124835.1
2024-05-30,4,95775.46,121496.84
2024-05-30,5,103872.22,137035.53
2024-05-30,6,59819.26,0.0
2024-05-31,1,99531.38,129747.7
2024-05-31,2,78944.62,108095.46
2024-05-31,3,88598.89,114043.48
2024-05-31,4,69240.5,94573.9
2024-05-31,5,63805.81,95264.68
2024-05-31,6,50711.29,0.0
2024-06-01,1,106385.65,123539.87
2024-06-01,2,90173.61,131071.39
2024-06-01,3,81904.75,118965.92
2024-06-01,4,66432.73,95531.65
2024-06-01,5,77510.01,118076.17
2024-06-01,6,48733.19,0.0
2024-06-02,1,30584.98,42514.49
2024-06-02,2,37247.93,44415.77
2024-06-02,3,28690.48,39110.98
2024-06-02,4,19861.35,25959.68
2024-06-02,5,24346.62,39302.3
2024-06-02,6,18580.25,0.0
2024-06-03,1,93373.91,138378.33
2024-06-03,2,88457.37,120982.16
2024-06-03,3,81635.58,105638.56
2024-06-03,4,55281.36,72031.41
2024-06-03,5,76082.21,98989.61
2024-06-03,6,56493.91,0.0
2024-06-04,1,89470.19,113955.91
2024-06-04,2,93037.01,123694.27
2024-06-04,3,86862.17,120126.24
2024-06-04,4,71436.72,101289.53
2024-06-04,5,82745.54,100994.61
2024-06-04,6,49132.43,0.0
2024-06-05,1,86527.66,119219.74
2024-06-05,2,73904.28,110104.83
2024-06-05,3,91535.89,123943.66
2024-06-05,4,56361.78,75883.28
2024-06-05,5,71204.62,104771.3
2024-06-05,6,48202.16,0.0
2024-06-06,1,87433.64,128203.8
2024-06-06,2,78258.38,105810.55
2024-06-06,3,68717.29,94257.99
2024-06-06,4,75141.45,91984.86
2024-06-06,5,84600.96,122766.13
2024-06-06,6,43023.67,0.0
2024-06-07,1,86927.66,114292.12
2024-06-07,2,80291.69,106613.01
2024-06-07,3,75100.18,96606.29
2024-06-07,4,57242.69,78512.64
2024-06-07,5,64875.8,84788.29
2024-06-07,6,33789.29,0.0
2024-06-08,1,98879.09,142740.25
2024-06-08,2,101196.83,127339.24
2024-06-08,3,57331.83,77767.49
2024-06-08,4,76040.15,106347.17
2024-06-08,5,78091.28,104806.0
2024-06-08,6,46970.18,0.0
2024-06-09,1,33257.04,46444.44
2024-06-09,2,30234.85,41740.36
2024-06-09,3,23109.34,30450.24
2024-06-09,4,26152.67,33989.7
2024-06-09,5,29258.68,36070.41
2024-06-09,6,17328.78,0.0
2024-06-10,1,84075.0,125501.39
2024-06-10,2,92318.99,114052.12
2024-06-10,3,86503.62,102115.89
2024-06-10,4,77743.35,103891.88
2024-06-10,5,78380.96,112153.42
2024-06-10,6,53942.03,0.0
2024-06-11,1,90174.24,117435.66
2024-06-11,2,70790.84,102673.52
2024-06-11,3,78831.3,106474.05
2024-06-11,4,81154.78,100849.44
2024-06-11,5,79208.27,107881.41
2024-06-11,6,53446.39,0.0
2024-06-12,1,101237.35,126625.3
2024-06-12,2,96327.29,119548.58
2024-06-12,3,78617.6,116064.62
2024-06-12,4,56103.9,76409.25
2024-06-12,5,82954.42,109280.3
2024-06-12,6,54847.23,0.0
2024-06-13,1,77967.65,121925.16
2024-06-13,2,92535.62,133982.32
2024-06-13,3,69602.62,95742.3
2024-06-13,4,73294.68,97351.84
2024-06-13,5,61455.17,85062.23
2024-06-13,6,46534.51,0.0
2024-06-14,1,79976.67,106503.6
2024-06-14,2,67566.32,83083.49
2024-06-14,3,59303.73,75537.67
2024-06-14,4,55940.83,83265.03
2024-06-14,5,66611.93,97072.46
2024-06-14,6,48832.1,0.0
2024-06-15,1,88779.0,114811.59
2024-06-15,2,76433.8,110692.67
2024-06-15,3,83388.65,101589.12
2024-06-15,4,74201.65,109782.5
2024-06-15,5,82896.19,107144.5
2024-06-15,6,44854.76,0.0
2024-06-16,1,35258.55,47014.53
2024-06-16,2,28355.98,39613.42
2024-06-16,3,23789.94,30967.92
2024-06-16,4,17534.3,26926.94
2024-06-16,5,29689.7,39991.85
2024-06-16,6,19155.9,0.0
2024-06-17,1,104220.39,117125.29
2024-06-17,2,97056.02,138294.8
2024-06-17,3,69982.39,91913.88
2024-06-17,4,52586.04,69045.23
2024-06-17,5,63254.8,84250.86
2024-06-17,6,43885.08,0.0
2024-06-18,1,87598.13,120800.07
2024-06-18,2,79363.5,115067.99
2024-06-18,3,64011.62,98569.86
2024-06-18,4,68423.95,98611.82
2024-06-18,5,77865.18,116608.47
2024-06-18,6,54225.44,0.0
2024-06-19,1,93824.24,139192.81
2024-06-19,2,90611.68,111320.26
2024-06-19,3,84202.16,110601.29
2024-06-19,4,75046.24,94931.14
2024-06-19,5,62393.42,90018.12
2024-06-19,6,47437.87,0.0
2024-06-20,1,84067.68,116353.97
2024-06-20,2,85992.63,112267.87
2024-06-20,3,93042.4,112978.96
2024-06-20,4,61956.71,84210.79
2024-06-20,5,77454.21,111355.62
2024-06-20,6,49016.87,0.0
2024-06-21,1,86699.93,99249.76
2024-06-21,2,85751.56,111501.54
2024-06-21,3,73388.46,96150.14
2024-06-21,4,67924.36,85389.73
2024-06-21,5,69035.74,95182.56
2024-06-21,6,46310.6,0.0
2024-06-22,1,100562.96,133262.5
2024-06-22,2,68486.43,98941.43
2024-06-22,3,82709.29,103594.07
2024-06-22,4,70329.2,92205.17
2024-06-22,5,80584.03,103505.05
2024-06-22,6,45249.3,0.0
2024-06-23,1,33523.13,47168.02
2024-06-23,2,32708.96,39197.24
2024-06-23,3,29004.02,42484.52
2024-06-23,4,24691.95,35271.43
2024-06-23,5,26300.75,41010.53
2024-06-23,6,17803.19,0.0
2024-06-24,1,96780.4,134182.94
2024-06-24,2,91527.77,130634.91
2024-06-24,3,84240.97,122597.87
2024-06-24,4,54727.65,78922.68
2024-06-24,5,78523.69,106525.25
2024-06-24,6,49207.1,0.0
2024-06-25,1,98526.14,138104.71
2024-06-25,2,87004.69,115856.45
2024-06-25,3,83093.31,109006.06
2024-06-25,4,71008.54,90994.12
2024-06-25,5,81896.08,102386.88
2024-06-25,6,47046.43,0.0
2024-06-26,1,75365.11,118513.45
2024-06-26,2,80251.12,107502.69
2024-06-26,3,87743.49,120611.13
2024-06-26,4,72676.93,102153.5
2024-06-26,5,63736.86,92078.68
2024-06-26,6,48464.84,0.0
2024-06-27,1,81265.44,103150.75
2024-06-27,2,88923.22,127810.89
2024-06-27,3,65864.2,95451.24
2024-06-27,4,61618.03,94274.57
2024-06-27,5,77785.11,114338.99
2024-06-27,6,56629.83,0.0
2024-06-28,1,88846.34,121725.03
2024-06-28,2,69815.27,98414.27
2024-06-28,3,59737.6,84428.59
2024-06-28,4,59689.91,84620.53
2024-06-28,5,72621.51,91663.32
2024-06-28,6,40490.38,0.0
2024-06-29,1,99473.1,140190.75
2024-06-29,2,93937.86,122473.9
2024-06-29,3,91121.81,100425.76
2024-06-29,4,72947.68,105321.47
2024-06-29,5,75083.75,111467.54
2024-06-29,6,47466.94,0.0
2024-06-30,1,32311.86,44081.63
2024-06-30,2,33172.3,44054.45
2024-06-30,3,28588.18,38689.23
2024-06-30,4,24088.84,33953.07
2024-06-30,5,29442.07,43070.01
2024-06-30,6,17857.11,0.0
2024-07-01,1,80093.0,118059.47
2024-07-01,2,97606.13,143594.64
2024-07-01,3,64376.33,84179.44
2024-07-01,4,77492.51,100678.99
2024-07-01,5,76250.27,106627.21
2024-07-01,6,50466.99,0.0
2024-07-02,1,90873.08,134200.51
2024-07-02,2,104674.74,140852.26
2024-07-02,3,61613.42,87553.84
2024-07-02,4,80712.92,109279.78
2024-07-02,5,67392.17,88443.21
2024-07-02,6,50594.5,0.0
2024-07-03,1,95348.63,137933.11
2024-07-03,2,73658.35,105001.91
2024-07-03,3,78530.41,111384.33
2024-07-03,4,68398.83,87924.16
2024-07-03,5,71860.83,110446.37
2024-07-03,6,45815.37,0.0
2024-07-04,1,86863.02,114193.3
2024-07-04,2,111944.12,136637.02
2024-07-04,3,81992.3,111430.71
2024-07-04,4,73811.08,98012.48
2024-07-04,5,83631.49,118093.29
2024-07-04,6,47862.34,0.0
2024-07-05,1,72726.97,95236.05
2024-07-05,2,77475.99,110253.03
2024-07-05,3,65092.7,82778.47
2024-07-05,4,48557.64,69281.19
2024-07-05,5,65071.41,89864.11
2024-07-05,6,43060.52,0.0
2024-07-06,1,97745.35,135124.06
2024-07-06,2,98175.35,129834.09
2024-07-06,3,87039.68,113496.08
2024-07-06,4,53326.14,68505.33
2024-07-06,5,58933.83,93828.49
2024-07-06,6,47957.76,0.0
2024-07-07,1,38569.65,50655.84
2024-07-07,2,31306.02,41420.82
2024-07-07,3,29282.89,38188.76
2024-07-07,4,18629.02,24603.01
2024-07-07,5,26209.57,36245.6
2024-07-07,6,18233.83,0.0
2024-07-08,1,99878.06,126758.75
2024-07-08,2,75567.09,114248.12
2024-07-08,3,82906.62,119244.77
2024-07-08,4,68627.5,96250.08
2024-07-08,5,77283.3,104593.99
2024-07-08,6,50699.09,0.0
2024-07-09,1,96033.83,133764.77
2024-07-09,2,86407.65,113378.44
2024-07-09,3,81219.87,111725.43
2024-07-09,4,78107.84,98938.04
2024-07-09,5,71731.77,90590.9
2024-07-09,6,48966.2,0.0
2024-07-10,1,105968.07,137923.97
2024-07-10,2,99825.25,118912.61
2024-07-10,3,64996.66,86079.58
2024-07-10,4,51136.02,70393.49
2024-07-10,5,80885.59,114562.76
2024-07-10,6,57756.9,0.0
2024-07-11,1,79088.88,116881.85
2024-07-11,2,91789.32,136483.35
2024-07-11,3,68147.92,92300.61
2024-07-11,4,59302.47,72382.71
2024-07-11,5,77384.32,107474.72
2024-07-11,6,48408.25,0.0
2024-07-12,1,80052.51,114957.79
2024-07-12,2,64692.84,86085.33
2024-07-12,3,66099.23,95649.81
2024-07-12,4,56910.79,72573.1
2024-07-12,5,66318.7,95619.34
2024-07-12,6,42603.32,0.0
2024-07-13,1,96708.34,139914.93
2024-07-13,2,91360.22,120736.04
2024-07-13,3,79291.91,106077.65
2024-07-13,4,75099.01,101447.89
2024-07-13,5,66644.72,88282.09
2024-07-13,6,51446.98,0.0
2024-07-14,1,27858.99,38366.75
2024-07-14,2,27721.05,34744.29
2024-07-14,3,23848.94,33486.7
2024-07-14,4,22105.8,35182.76
2024-07-14,5,20555.29,29773.64
2024-07-14,6,17547.32,0.0
2024-07-15,1,84689.73,114989.19
2024-07-15,2,95855.47,141669.65
2024-07-15,3,80548.11,122740.32
2024-07-15,4,71363.48,99740.51
2024-07-15,5,81294.37,124944.95
2024-07-15,6,53931.38,0.0
2024-07-16,1,75605.92,111765.55
2024-07-16,2,82069.7,106814.99
2024-07-16,3,76739.82,113570.98
2024-07-16,4,62648.09,101683.81
2024-07-16,5,67414.87,105961.21
2024-07-16,6,43915.05,0.0
2024-07-17,1,107539.97,134396.57
2024-07-17,2,79176.77,102897.36
2024-07-17,3,82176.74,113829.59
2024-07-17,4,75890.97,112543.23
2024-07-17,5,70867.29,101815.31
2024-07-17,6,47078.24,0.0
2024-07-18,1,96757.79,122766.9
2024-07-18,2,79302.44,103015.05
2024-07-18,3,65279.65,87399.64
2024-07-18,4,73657.18,103721.38
2024-07-18,5,83162.48,115810.59
2024-07-18,6,49532.54,0.0
2024-07-19,1,76213.17,99587.45
2024-07-19,2,61717.24,94368.79
2024-07-19,3,56699.26,75459.28
2024-07-19,4,63719.06,84520.17
2024-07-19,5,62992.4,86733.11
2024-07-19,6,41583.91,0.0
2024-07-20,1,89607.59,137815.37
2024-07-20,2,78741.2,117294.64
2024-07-20,3,87287.63,102106.05
2024-07-20,4,73852.45,104193.37
2024-07-20,5,87506.0,123875.34
2024-07-20,6,56285.21,0.0
2024-07-21,1,28722.18,42355.32
2024-07-21,2,23702.78,35664.73
2024-07-21,3,22335.51,28755.89
2024-07-21,4,23724.17,33294.69
2024-07-21,5,21407.33,29061.3
2024-07-21,6,16720.48,0.0
2024-07-22,1,73855.54,125368.58
2024-07-22,2,96082.02,126410.18
2024-07-22,3,77704.84,101730.89
2024-07-22,4,68189.13,115446.41
2024-07-22,5,79025.25,109344.67
2024-07-22,6,44052.29,0.0
2024-07-23,1,91561.9,137121.71
2024-07-23,2,96390.5,128764.91
2024-07-23,3,72969.48,108748.74
2024-07-23,4,76792.37,99592.13
2024-07-23,5,72610.37,119345.72
2024-07-23,6,48783.09,0.0
2024-07-24,1,86831.86,124478.58
2024-07-24,2,106901.88,134384.78
2024-07-24,3,87264.72,122799.06
2024-07-24,4,62502.66,85708.6
2024-07-24,5,74110.51,106237.74
2024-07-24,6,50350.76,0.0
2024-07-25,1,99417.38,143710.39
2024-07-25,2,89495.95,116394.19
2024-07-25,3,65467.95,77606.93
2024-07-25,4,67869.22,101431.67
2024-07-25,5,79410.71,100656.43
2024-07-25,6,53236.48,0.0
2024-07-26,1,76013.09,87108.57
2024-07-26,2,67396.12,102151.88
2024-07-26,3,73935.41,88935.49
2024-07-26,4,58681.48,89324.38
2024-07-26,5,54445.95,72272.13
2024-07-26,6,43138.84,0.0
2024-07-27,1,87941.06,115609.65
2024-07-27,2,74456.51,109618.56
2024-07-27,3,82600.88,110473.64
2024-07-27,4,77731.22,111162.24
2024-07-27,5,77924.72,120618.63
2024-07-27,6,52659.17,0.0
2024-07-28,1,29076.09,38615.83
2024-07-28,2,29126.24,42467.56
2024-07-28,3,28333.11,37717.98
2024-07-28,4,24877.26,37866.96
2024-07-28,5,25916.38,37286.85
2024-07-28,6,15267.8,0.0
2024-07-29,1,103295.58,139284.75
2024-07-29,2,85853.73,116283.79
2024-07-29,3,81435.89,115809.88
2024-07-29,4,53306.99,67969.29
2024-07-29,5,60620.91,79699.94
2024-07-29,6,45081.43,0.0
2024-07-30,1,99168.9,135637.15
2024-07-30,2,99742.43,125995.15
2024-07-30,3,82513.17,114182.68
2024-07-30,4,49191.04,70483.39
2024-07-30,5,59543.69,85022.38
2024-07-30,6,51538.1,0.0
2024-07-31,1,82906.46,100564.29
2024-07-31,2,68606.27,110850.43
2024-07-31,3,81836.94,102802.81
2024-07-31,4,74750.11,99967.59
2024-07-31,5,82882.63,121067.04
2024-07-31,6,43480.21,0.0
2024-08-01,1,125492.32,155442.44
2024-08-01,2,102543.25,145741.71
2024-08-01,3,103913.05,139703.65
2024-08-01,4,84176.3,119981.13
2024-08-01,5,91938.14,131653.94
2024-08-01,6,54001.46,0.0
2024-08-02,1,95220.5,112355.23
2024-08-02,2,87716.43,109460.29
2024-08-02,3,74664.24,116024.97
2024-08-02,4,63756.71,90145.8
2024-08-02,5,62623.77,82717.51
2024-08-02,6,47419.8,0.0
2024-08-03,1,116774.17,148920.83
2024-08-03,2,91093.19,109184.75
2024-08-03,3,89588.41,108991.97
2024-08-03,4,86534.02,114276.74
2024-08-03,5,64844.26,105241.49
2024-08-03,6,58973.65,0.0
2024-08-04,1,36321.01,47590.28
2024-08-04,2,37373.34,53504.4
2024-08-04,3,26112.69,37397.06
2024-08-04,4,30678.22,43246.46
2024-08-04,5,32929.3,43291.66
2024-08-04,6,18571.57,0.0
2024-08-05,1,97349.71,148585.71
2024-08-05,2,106000.22,140790.64
2024-08-05,3,96405.13,124700.49
2024-08-05,4,80224.32,127044.17
2024-08-05,5,72940.51,98478.52
2024-08-05,6,53323.75,0.0
2024-08-06,1,125104.6,167474.93
2024-08-06,2,113120.3,161297.86
2024-08-06,3,99184.89,140405.09
2024-08-06,4,84283.06,117650.22
2024-08-06,5,74373.79,94870.44
2024-08-06,6,54714.01,0.0
2024-08-07,1,103893.87,140235.35
2024-08-07,2,87876.29,135094.5
2024-08-07,3,94490.13,118630.91
2024-08-07,4,68133.89,92851.56
2024-08-07,5,95507.67,129937.59
2024-08-07,6,53165.39,0.0
2024-08-08,1,103383.84,119446.91
2024-08-08,2,108021.92,148199.33
2024-08-08,3,95761.21,127688.61
2024-08-08,4,81186.22,115665.92
2024-08-08,5,98270.35,123218.7
2024-08-08,6,62280.45,0.0
2024-08-09,1,85419.61,111404.64
2024-08-09,2,94682.35,133907.71
2024-08-09,3,66212.17,88724.65
2024-08-09,4,69632.05,100833.55
2024-08-09,5,64673.11,89373.9
2024-08-09,6,51838.96,0.0
2024-08-10,1,91759.34,138538.64
2024-08-10,2,109578.86,147489.43
2024-08-10,3,101111.07,148585.87
2024-08-10,4,90881.25,129380.72
2024-08-10,5,97944.52,128419.15
2024-08-10,6,63188.99,0.0
2024-08-11,1,44889.23,55738.87
2024-08-11,2,40109.93,59668.76
2024-08-11,3,36910.43,42653.68
2024-08-11,4,27891.34,41062.09
2024-08-11,5,33751.11,43757.45
2024-08-11,6,19580.83,0.0
2024-08-12,1,113965.47,163497.25
2024-08-12,2,118421.68,161417.95
2024-08-12,3,97328.91,130767.53
2024-08-12,4,67734.36,95219.23
2024-08-12,5,92222.28,131336.11
2024-08-12,6,55445.66,0.0
2024-08-13,1,110311.61,148394.14
2024-08-13,2,103227.09,140470.34
2024-08-13,3,103771.53,117846.76
2024-08-13,4,83083.19,124057.56
2024-08-13,5,71570.6,102787.23
2024-08-13,6,62220.5,0.0
2024-08-14,1,96878.09,139937.94
2024-08-14,2,126023.29,168522.64
2024-08-14,3,91241.74,129180.11
2024-08-14,4,82843.43,121184.62
2024-08-14,5,96433.78,128039.16
2024-08-14,6,63096.26,0.0
2024-08-15,1,104881.9,147216.88
2024-08-15,2,85383.62,124219.51
2024-08-15,3,79586.39,103442.55
2024-08-15,4,82079.85,128860.48
2024-08-15,5,76236.87,105388.86
2024-08-15,6,59849.61,0.0
2024-08-16,1,93281.23,129395.35
2024-08-16,2,93386.6,130858.72
2024-08-16,3,86798.45,105393.22
2024-08-16,4,74695.0,100922.9
2024-08-16,5,60880.12,93635.12
2024-08-16,6,53077.09,0.0
2024-08-17,1,95802.29,145494.77
2024-08-17,2,107113.87,147928.81
2024-08-17,3,99406.02,132258.09
2024-08-17,4,80124.11,96428.96
2024-08-17,5,80926.28,105455.81
2024-08-17,6,61690.79,0.0
2024-08-18,1,38303.09,44282.98
2024-08-18,2,38373.94,55654.0
2024-08-18,3,28715.81,39291.65
2024-08-18,4,32160.21,44705.0
2024-08-18,5,33705.97,42351.68
2024-08-18,6,18558.53,0.0
2024-08-19,1,124881.54,177496.52
2024-08-19,2,100812.78,134982.06
2024-08-19,3,111852.92,146106.37
2024-08-19,4,86524.45,124576.24
2024-08-19,5,91777.09,126770.69
2024-08-19,6,64439.0,0.0
2024-08-20,1,112463.58,158874.32
2024-08-20,2,112997.1,164104.59
2024-08-20,3,114770.44,128654.23
2024-08-20,4,85884.01,113477.2
2024-08-20,5,70205.89,87064.67
2024-08-20,6,56038.36,0.0
2024-08-21,1,113873.45,172349.92
2024-08-21,2,98591.5,131752.24
2024-08-21,3,73175.23,112671.18
2024-08-21,4,79558.39,108804.05
2024-08-21,5,73124.62,95995.05
2024-08-21,6,57723.05,0.0
2024-08-22,1,117972.1,164554.69
2024-08-22,2,103510.95,147883.69
2024-08-22,3,95710.76,133592.78
2024-08-22,4,82931.95,120849.86
2024-08-22,5,75083.63,100211.94
2024-08-22,6,56318.83,0.0
2024-08-23,1,88841.56,137618.9
2024-08-23,2,88531.35,126416.34
2024-08-23,3,61905.95,81718.52
2024-08-23,4,64664.33,95944.66
2024-08-23,5,81260.82,120721.7
2024-08-23,6,47101.8,0.0
2024-08-24,1,99819.0,146051.05
2024-08-24,2,109703.03,158552.5
2024-08-24,3,72792.42,105863.25
2024-08-24,4,86222.25,103196.1
2024-08-24,5,76864.69,106797.65
2024-08-24,6,69539.12,0.0
2024-08-25,1,40546.67,55460.03
2024-08-25,2,37667.56,51445.5
2024-08-25,3,38664.97,48415.11
2024-08-25,4,20393.64,31323.11
2024-08-25,5,34637.6,49484.04
2024-08-25,6,19557.17,0.0
2024-08-26,1,109991.13,136985.06
2024-08-26,2,102502.16,136566.63
2024-08-26,3,100191.5,125143.77
2024-08-26,4,53277.67,82919.46
2024-08-26,5,103436.92,136051.6
2024-08-26,6,60416.2,0.0
2024-08-27,1,112401.24,167957.43
2024-08-27,2,123112.75,148493.93
2024-08-27,3,80694.99,103273.46
2024-08-27,4,78746.09,108037.46
2024-08-27,5,100739.1,143949.95
2024-08-27,6,49818.12,0.0
2024-08-28,1,97296.21,139310.61
2024-08-28,2,105185.75,153184.23
2024-08-28,3,99163.99,123248.9
2024-08-28,4,73677.45,112431.87
2024-08-28,5,97173.67,132279.39
2024-08-28,6,57823.69,0.0
2024-08-29,1,98976.8,135816.44
2024-08-29,2,90561.91,116342.48
2024-08-29,3,92416.62,140909.91
2024-08-29,4,97709.1,112773.92
2024-08-29,5,93486.87,133043.54
2024-08-29,6,56062.12,0.0
2024-08-30,1,101539.38,147332.44
2024-08-30,2,97318.23,148389.17
2024-08-30,3,87049.47,107065.5
2024-08-30,4,51043.02,68507.02
2024-08-30,5,59852.01,79321.29
2024-08-30,6,50705.08,0.0
2024-08-31,1,113024.6,162657.29
2024-08-31,2,112387.31,140763.78
2024-08-31,3,104534.16,128445.49
2024-08-31,4,81844.73,115431.73
2024-08-31,5,97800.69,141881.71
2024-08-31,6,57728.84,0.0
2024-09-01,1,45444.84,65533.86
2024-09-01,2,42961.66,55089.08
2024-09-01,3,36803.31,50411.55
2024-09-01,4,33645.91,41484.4
2024-09-01,5,31150.12,45352.02
2024-09-01,6,24267.75,0.0
2024-09-02,1,135382.27,180914.61
2024-09-02,2,140891.13,191399.07
2024-09-02,3,100685.57,152080.83
2024-09-02,4,99967.32,137481.94
2024-09-02,5,106161.13,159853.36
2024-09-02,6,74236.06,0.0
2024-09-03,1,129663.19,204609.78
2024-09-03,2,104414.82,145278.74
2024-09-03,3,118325.29,145348.4
2024-09-03,4,74435.78,85582.16
2024-09-03,5,113166.78,144126.83
2024-09-03,6,63944.95,0.0
2024-09-04,1,129318.72,167282.81
