ProdID,Date,DeptID,MachineID,EmployeeID,QuantityProduced,TargetQuantity
PR002581,2024-03-25,2,MC011,EMP0063,133,120
PR002582,2024-03-25,2,MC013,EMP0042,106,120
PR002583,2024-03-25,2,MC009,EMP0149,110,120
PR002584,2024-03-25,2,MC014,EMP0147,117,120
PR002585,2024-03-25,3,MC024,EMP0006,147,158
PR002586,2024-03-25,3,MC019,EMP0125,140,158
PR002587,2024-03-25,3,MC023,EMP0122,154,158
PR002588,2024-03-25,3,MC021,EMP0136,153,158
PR002589,2024-03-25,3,MC022,EMP0084,148,158
PR002590,2024-03-25,4,MC029,EMP0059,192,200
PR002591,2024-03-25,4,MC027,EMP0175,204,200
PR002592,2024-03-25,4,MC026,EMP0087,225,200
PR002593,2024-03-25,4,MC025,EMP0175,219,200
PR002594,2024-03-25,5,MC034,EMP0164,142,142
PR002595,2024-03-25,5,MC032,EMP0145,143,142
PR002596,2024-03-25,5,MC030,EMP0145,136,142
PR002597,2024-03-25,5,MC035,EMP0060,122,142
PR002598,2024-03-25,5,MC033,EMP0060,133,142
PR002599,2024-03-25,6,MC036,EMP0120,340,325
PR002600,2024-03-25,6,MC039,EMP0065,339,325
PR002601,2024-03-25,6,MC037,EMP0142,344,325
PR002602,2024-03-26,1,MC004,EMP0151,165,181
PR002603,2024-03-26,1,MC006,EMP0007,163,181
PR002604,2024-03-26,1,MC002,EMP0097,189,181
PR002605,2024-03-26,1,MC005,EMP0130,162,181
PR002606,2024-03-26,1,MC003,EMP0037,214,181
PR002607,2024-03-26,1,MC001,EMP0107,175,181
PR002608,2024-03-26,1,MC008,EMP0118,190,181
PR002609,2024-03-26,2,MC010,EMP0147,107,120
PR002610,2024-03-26,2,MC009,EMP0026,108,120
PR002611,2024-03-26,2,MC014,EMP0048,98,120
PR002612,2024-03-26,2,MC015,EMP0021,111,120
PR002613,2024-03-26,2,MC018,EMP0129,110,120
PR002614,2024-03-26,2,MC017,EMP0147,126,120
PR002615,2024-03-26,2,MC013,EMP0123,122,120
PR002616,2024-03-26,3,MC021,EMP0033,136,158
PR002617,2024-03-26,3,MC024,EMP0082,151,158
PR002618,2024-03-26,3,MC020,EMP0029,153,158
PR002619,2024-03-26,3,MC019,EMP0082,160,158
PR002620,2024-03-26,3,MC022,EMP0124,143,158
PR002621,2024-03-26,4,MC028,EMP0132,218,200
PR002622,2024-03-26,4,MC027,EMP0174,217,200
PR002623,2024-03-26,4,MC025,EMP0175,185,200
PR002624,2024-03-26,4,MC026,EMP0127,218,200
PR002625,2024-03-26,5,MC030,EMP0056,126,142
PR002626,2024-03-26,5,MC034,EMP0068,132,142
PR002627,2024-03-26,5,MC032,EMP0003,127,142
PR002628,2024-03-26,5,MC033,EMP0028,130,142
PR002629,2024-03-26,5,MC035,EMP0056,117,142
PR002630,2024-03-26,6,MC039,EMP0046,308,325
PR002631,2024-03-26,6,MC037,EMP0100,310,325
PR002632,2024-03-26,6,MC038,EMP0053,324,325
PR002633,2024-03-27,1,MC003,EMP0088,178,181
PR002634,2024-03-27,1,MC007,EMP0177,181,181
PR002635,2024-03-27,1,MC004,EMP0030,177,181
PR002636,2024-03-27,1,MC006,EMP0091,159,181
PR002637,2024-03-27,1,MC001,EMP0094,160,181
PR002638,2024-03-27,1,MC002,EMP0176,178,181
PR002639,2024-03-27,2,MC014,EMP0117,112,120
PR002640,2024-03-27,2,MC017,EMP0133,109,120
PR002641,2024-03-27,2,MC018,EMP0128,118,120
PR002642,2024-03-27,2,MC012,EMP0009,112,120
PR002643,2024-03-27,2,MC011,EMP0148,125,120
PR002644,2024-03-27,2,MC010,EMP0048,107,120
PR002645,2024-03-27,2,MC009,EMP0105,114,120
PR002646,2024-03-27,2,MC013,EMP0079,114,120
PR002647,2024-03-27,3,MC020,EMP0143,145,158
PR002648,2024-03-27,3,MC024,EMP0136,152,158
PR002649,2024-03-27,3,MC019,EMP0180,157,158
PR002650,2024-03-27,3,MC021,EMP0006,144,158
PR002651,2024-03-27,3,MC022,EMP0010,142,158
PR002652,2024-03-27,4,MC026,EMP0127,223,200
PR002653,2024-03-27,4,MC029,EMP0023,221,200
PR002654,2024-03-27,4,MC028,EMP0175,218,200
PR002655,2024-03-27,5,MC033,EMP0060,132,142
PR002656,2024-03-27,5,MC032,EMP0150,140,142
PR002657,2024-03-27,5,MC030,EMP0164,134,142
PR002658,2024-03-27,5,MC035,EMP0068,141,142
PR002659,2024-03-27,5,MC031,EMP0056,125,142
PR002660,2024-03-27,6,MC037,EMP0171,243,325
PR002661,2024-03-27,6,MC038,EMP0144,319,325
PR002662,2024-03-27,6,MC039,EMP0152,323,325
PR002663,2024-03-28,1,MC008,EMP0126,169,181
PR002664,2024-03-28,1,MC006,EMP0032,183,181
PR002665,2024-03-28,1,MC004,EMP0018,186,181
PR002666,2024-03-28,1,MC003,EMP0158,177,181
PR002667,2024-03-28,1,MC001,EMP0091,162,181
PR002668,2024-03-28,1,MC005,EMP0072,167,181
PR002669,2024-03-28,2,MC010,EMP0169,103,120
PR002670,2024-03-28,2,MC016,EMP0040,120,120
PR002671,2024-03-28,2,MC017,EMP0015,122,120
PR002672,2024-03-28,2,MC013,EMP0024,105,120
PR002673,2024-03-28,2,MC011,EMP0070,112,120
PR002674,2024-03-28,2,MC015,EMP0026,107,120
PR002675,2024-03-28,2,MC014,EMP0081,106,120
PR002676,2024-03-28,2,MC018,EMP0157,109,120
PR002677,2024-03-28,3,MC020,EMP0082,144,158
PR002678,2024-03-28,3,MC024,EMP0064,132,158
PR002679,2024-03-28,3,MC023,EMP0006,157,158
PR002680,2024-03-28,3,MC022,EMP0084,139,158
PR002681,2024-03-28,3,MC019,EMP0143,133,158
PR002682,2024-03-28,4,MC027,EMP0108,229,200
PR002683,2024-03-28,4,MC026,EMP0087,210,200
PR002684,2024-03-28,4,MC028,EMP0019,189,200
PR002685,2024-03-28,4,MC029,EMP0132,208,200
PR002686,2024-03-28,5,MC034,EMP0058,143,142
PR002687,2024-03-28,5,MC030,EMP0068,128,142
PR002688,2024-03-28,5,MC033,EMP0101,142,142
PR002689,2024-03-28,5,MC035,EMP0028,133,142
PR002690,2024-03-28,6,MC038,EMP0155,354,325
PR002691,2024-03-28,6,MC037,EMP0120,319,325
PR002692,2024-03-28,6,MC039,EMP0120,353,325
PR002693,2024-03-29,1,MC001,EMP0130,170,181
PR002694,2024-03-29,1,MC005,EMP0005,164,181
PR002695,2024-03-29,1,MC008,EMP0057,123,181
PR002696,2024-03-29,1,MC004,EMP0141,153,181
PR002697,2024-03-29,1,MC003,EMP0092,147,181
PR002698,2024-03-29,1,MC006,EMP0141,149,181
PR002699,2024-03-29,2,MC017,EMP0173,106,120
PR002700,2024-03-29,2,MC013,EMP0045,94,120
PR002701,2024-03-29,2,MC014,EMP0070,106,120
PR002702,2024-03-29,2,MC009,EMP0004,108,120
PR002703,2024-03-29,2,MC018,EMP0045,95,120
PR002704,2024-03-29,2,MC016,EMP0074,92,120
PR002705,2024-03-29,2,MC012,EMP0114,99,120
PR002706,2024-03-29,3,MC024,EMP0134,102,158
PR002707,2024-03-29,3,MC023,EMP0013,122,158
PR002708,2024-03-29,3,MC022,EMP0159,124,158
PR002709,2024-03-29,3,MC019,EMP0078,132,158
PR002710,2024-03-29,4,MC025,EMP0049,182,200
PR002711,2024-03-29,4,MC028,EMP0156,192,200
PR002712,2024-03-29,4,MC026,EMP0050,168,200
PR002713,2024-03-29,5,MC035,EMP0028,112,142
PR002714,2024-03-29,5,MC033,EMP0096,119,142
PR002715,2024-03-29,5,MC032,EMP0165,117,142
PR002716,2024-03-29,5,MC031,EMP0003,110,142
PR002717,2024-03-29,5,MC030,EMP0164,115,142
PR002718,2024-03-29,6,MC039,EMP0142,299,325
PR002719,2024-03-29,6,MC037,EMP0046,241,325
PR002720,2024-03-29,6,MC038,EMP0053,295,325
PR002721,2024-03-30,1,MC003,EMP0007,168,181
PR002722,2024-03-30,1,MC008,EMP0097,152,181
PR002723,2024-03-30,1,MC004,EMP0007,175,181
PR002724,2024-03-30,1,MC005,EMP0110,188,181
PR002725,2024-03-30,1,MC002,EMP0066,194,181
PR002726,2024-03-30,1,MC007,EMP0160,196,181
PR002727,2024-03-30,1,MC001,EMP0112,168,181
PR002728,2024-03-30,2,MC012,EMP0063,135,120
PR002729,2024-03-30,2,MC010,EMP0031,110,120
PR002730,2024-03-30,2,MC018,EMP0090,117,120
PR002731,2024-03-30,2,MC017,EMP0031,132,120
PR002732,2024-03-30,2,MC009,EMP0076,121,120
PR002733,2024-03-30,2,MC016,EMP0035,105,120
PR002734,2024-03-30,2,MC014,EMP0021,113,120
PR002735,2024-03-30,2,MC015,EMP0117,127,120
PR002736,2024-03-30,2,MC011,EMP0083,125,120
PR002737,2024-03-30,3,MC019,EMP0029,170,158
PR002738,2024-03-30,3,MC024,EMP0134,144,158
PR002739,2024-03-30,3,MC020,EMP0179,146,158
PR002740,2024-03-30,3,MC021,EMP0111,158,158
PR002741,2024-03-30,3,MC022,EMP0082,161,158
PR002742,2024-03-30,4,MC028,EMP0108,227,200
PR002743,2024-03-30,4,MC029,EMP0127,218,200
PR002744,2024-03-30,4,MC025,EMP0132,206,200
PR002745,2024-03-30,5,MC032,EMP0086,145,142
PR002746,2024-03-30,5,MC031,EMP0165,130,142
PR002747,2024-03-30,5,MC034,EMP0096,131,142
PR002748,2024-03-30,5,MC030,EMP0080,108,142
PR002749,2024-03-30,6,MC037,EMP0120,331,325
PR002750,2024-03-30,6,MC036,EMP0053,344,325
PR002751,2024-03-30,6,MC038,EMP0100,317,325
PR002752,2024-03-31,1,MC008,EMP0018,59,181
PR002753,2024-03-31,1,MC006,EMP0008,66,181
PR002754,2024-03-31,1,MC007,EMP0110,64,181
PR002755,2024-03-31,1,MC004,EMP0007,60,181
PR002756,2024-03-31,1,MC001,EMP0163,57,181
PR002757,2024-03-31,1,MC002,EMP0054,65,181
PR002758,2024-03-31,2,MC012,EMP0063,40,120
PR002759,2024-03-31,2,MC014,EMP0173,45,120
PR002760,2024-03-31,2,MC018,EMP0012,44,120
PR002761,2024-03-31,2,MC013,EMP0128,37,120
PR002762,2024-03-31,2,MC011,EMP0001,45,120
PR002763,2024-03-31,2,MC010,EMP0135,43,120
PR002764,2024-03-31,2,MC009,EMP0004,41,120
PR002765,2024-03-31,2,MC016,EMP0103,37,120
PR002766,2024-03-31,3,MC021,EMP0033,49,158
PR002767,2024-03-31,3,MC019,EMP0159,56,158
PR002768,2024-03-31,3,MC022,EMP0099,53,158
PR002769,2024-03-31,3,MC023,EMP0125,51,158
PR002770,2024-03-31,3,MC024,EMP0179,49,158
PR002771,2024-03-31,4,MC027,EMP0014,78,200
PR002772,2024-03-31,4,MC029,EMP0108,63,200
PR002773,2024-03-31,4,MC026,EMP0121,77,200
PR002774,2024-03-31,4,MC025,EMP0019,72,200
PR002775,2024-03-31,5,MC030,EMP0028,44,142
PR002776,2024-03-31,5,MC035,EMP0165,47,142
PR002777,2024-03-31,5,MC032,EMP0145,37,142
PR002778,2024-03-31,5,MC034,EMP0058,52,142
PR002779,2024-03-31,5,MC031,EMP0165,46,142
PR002780,2024-03-31,6,MC038,EMP0152,127,325
PR002781,2024-03-31,6,MC039,EMP0155,125,325
PR002782,2024-03-31,6,MC036,EMP0065,118,325
PR002783,2024-04-01,1,MC001,EMP0092,165,181
PR002784,2024-04-01,1,MC008,EMP0017,162,181
PR002785,2024-04-01,1,MC002,EMP0110,172,181
PR002786,2024-04-01,1,MC006,EMP0037,170,181
PR002787,2024-04-01,1,MC005,EMP0126,164,181
PR002788,2024-04-01,1,MC007,EMP0176,164,181
PR002789,2024-04-01,1,MC004,EMP0137,183,181
PR002790,2024-04-01,2,MC014,EMP0139,103,120
PR002791,2024-04-01,2,MC015,EMP0113,115,120
PR002792,2024-04-01,2,MC012,EMP0079,107,120
PR002793,2024-04-01,2,MC018,EMP0076,115,120
PR002794,2024-04-01,2,MC016,EMP0020,131,120
PR002795,2024-04-01,2,MC010,EMP0021,101,120
PR002796,2024-04-01,2,MC011,EMP0105,119,120
PR002797,2024-04-01,2,MC009,EMP0095,109,120
PR002798,2024-04-01,2,MC013,EMP0170,116,120
PR002799,2024-04-01,3,MC024,EMP0010,147,158
PR002800,2024-04-01,3,MC023,EMP0029,139,158
PR002801,2024-04-01,3,MC019,EMP0122,151,158
PR002802,2024-04-01,3,MC022,EMP0134,125,158
PR002803,2024-04-01,4,MC026,EMP0153,218,200
PR002804,2024-04-01,4,MC027,EMP0153,225,200
PR002805,2024-04-01,4,MC029,EMP0023,178,200
PR002806,2024-04-01,4,MC025,EMP0050,211,200
PR002807,2024-04-01,5,MC032,EMP0101,154,142
PR002808,2024-04-01,5,MC031,EMP0145,146,142
PR002809,2024-04-01,5,MC034,EMP0101,127,142
PR002810,2024-04-01,5,MC033,EMP0068,121,142
PR002811,2024-04-01,5,MC035,EMP0003,134,142
PR002812,2024-04-01,6,MC037,EMP0085,340,325
PR002813,2024-04-01,6,MC036,EMP0171,346,325
PR002814,2024-04-01,6,MC038,EMP0065,320,325
PR002815,2024-04-02,1,MC003,EMP0057,165,181
PR002816,2024-04-02,1,MC001,EMP0005,173,181
PR002817,2024-04-02,1,MC005,EMP0168,171,181
PR002818,2024-04-02,1,MC008,EMP0091,150,181
PR002819,2024-04-02,1,MC006,EMP0107,209,181
PR002820,2024-04-02,1,MC002,EMP0097,145,181
PR002821,2024-04-02,2,MC009,EMP0041,109,120
PR002822,2024-04-02,2,MC017,EMP0178,118,120
PR002823,2024-04-02,2,MC013,EMP0089,116,120
PR002824,2024-04-02,2,MC014,EMP0040,125,120
PR002825,2024-04-02,2,MC016,EMP0178,126,120
PR002826,2024-04-02,2,MC012,EMP0024,116,120
PR002827,2024-04-02,2,MC018,EMP0089,123,120
PR002828,2024-04-02,2,MC011,EMP0024,108,120
PR002829,2024-04-02,3,MC023,EMP0134,154,158
PR002830,2024-04-02,3,MC024,EMP0180,138,158
PR002831,2024-04-02,3,MC020,EMP0122,155,158
PR002832,2024-04-02,3,MC021,EMP0143,142,158
PR002833,2024-04-02,4,MC029,EMP0175,179,200
PR002834,2024-04-02,4,MC027,EMP0023,195,200
PR002835,2024-04-02,4,MC025,EMP0071,203,200
PR002836,2024-04-02,5,MC033,EMP0080,135,142
PR002837,2024-04-02,5,MC032,EMP0028,110,142
PR002838,2024-04-02,5,MC031,EMP0080,144,142
PR002839,2024-04-02,5,MC035,EMP0060,145,142
PR002840,2024-04-02,6,MC039,EMP0065,340,325
PR002841,2024-04-02,6,MC038,EMP0100,336,325
PR002842,2024-04-02,6,MC036,EMP0171,347,325
PR002843,2024-04-03,1,MC004,EMP0038,157,181
PR002844,2024-04-03,1,MC008,EMP0018,178,181
PR002845,2024-04-03,1,MC005,EMP0094,158,181
PR002846,2024-04-03,1,MC002,EMP0091,172,181
PR002847,2024-04-03,1,MC006,EMP0167,169,181
PR002848,2024-04-03,1,MC001,EMP0061,177,181
PR002849,2024-04-03,1,MC003,EMP0160,176,181
PR002850,2024-04-03,2,MC010,EMP0103,126,120
PR002851,2024-04-03,2,MC018,EMP0074,102,120
PR002852,2024-04-03,2,MC017,EMP0077,110,120
PR002853,2024-04-03,2,MC015,EMP0081,122,120
PR002854,2024-04-03,2,MC011,EMP0105,122,120
PR002855,2024-04-03,2,MC016,EMP0031,111,120
PR002856,2024-04-03,2,MC012,EMP0105,109,120
PR002857,2024-04-03,3,MC019,EMP0125,144,158
PR002858,2024-04-03,3,MC021,EMP0099,164,158
PR002859,2024-04-03,3,MC020,EMP0084,137,158
PR002860,2024-04-03,3,MC024,EMP0039,137,158
PR002861,2024-04-03,3,MC023,EMP0159,157,158
PR002862,2024-04-03,4,MC028,EMP0174,208,200
PR002863,2024-04-03,4,MC029,EMP0093,208,200
PR002864,2024-04-03,4,MC027,EMP0050,238,200
PR002865,2024-04-03,4,MC026,EMP0154,234,200
PR002866,2024-04-03,5,MC030,EMP0145,120,142
PR002867,2024-04-03,5,MC033,EMP0056,141,142
PR002868,2024-04-03,5,MC034,EMP0165,141,142
PR002869,2024-04-03,5,MC031,EMP0060,143,142
PR002870,2024-04-03,5,MC035,EMP0086,131,142
PR002871,2024-04-03,6,MC037,EMP0120,351,325
PR002872,2024-04-03,6,MC039,EMP0152,343,325
PR002873,2024-04-03,6,MC038,EMP0152,259,325
PR002874,2024-04-04,1,MC003,EMP0075,177,181
PR002875,2024-04-04,1,MC004,EMP0094,188,181
PR002876,2024-04-04,1,MC001,EMP0091,167,181
PR002877,2024-04-04,1,MC005,EMP0107,151,181
PR002878,2024-04-04,1,MC006,EMP0161,146,181
PR002879,2024-04-04,1,MC002,EMP0038,143,181
PR002880,2024-04-04,2,MC014,EMP0123,130,120
PR002881,2024-04-04,2,MC012,EMP0115,121,120
PR002882,2024-04-04,2,MC015,EMP0067,90,120
PR002883,2024-04-04,2,MC011,EMP0009,115,120
PR002884,2024-04-04,2,MC017,EMP0027,111,120
PR002885,2024-04-04,2,MC010,EMP0114,132,120
PR002886,2024-04-04,2,MC018,EMP0015,109,120
PR002887,2024-04-04,2,MC016,EMP0051,118,120
PR002888,2024-04-04,2,MC009,EMP0079,131,120
PR002889,2024-04-04,3,MC022,EMP0122,169,158
PR002890,2024-04-04,3,MC023,EMP0039,166,158
PR002891,2024-04-04,3,MC021,EMP0055,143,158
PR002892,2024-04-04,3,MC019,EMP0111,153,158
PR002893,2024-04-04,3,MC020,EMP0124,187,158
PR002894,2024-04-04,4,MC028,EMP0014,210,200
PR002895,2024-04-04,4,MC025,EMP0175,212,200
PR002896,2024-04-04,4,MC026,EMP0071,182,200
PR002897,2024-04-04,4,MC027,EMP0049,233,200
PR002898,2024-04-04,5,MC033,EMP0086,116,142
PR002899,2024-04-04,5,MC032,EMP0003,151,142
PR002900,2024-04-04,5,MC034,EMP0150,136,142
PR002901,2024-04-04,5,MC030,EMP0101,140,142
PR002902,2024-04-04,6,MC037,EMP0100,317,325
PR002903,2024-04-04,6,MC036,EMP0046,326,325
PR002904,2024-04-04,6,MC039,EMP0142,299,325
PR002905,2024-04-05,1,MC004,EMP0072,147,181
PR002906,2024-04-05,1,MC005,EMP0044,158,181
PR002907,2024-04-05,1,MC007,EMP0166,134,181
PR002908,2024-04-05,1,MC003,EMP0162,161,181
PR002909,2024-04-05,1,MC001,EMP0160,150,181
PR002910,2024-04-05,1,MC002,EMP0037,158,181
PR002911,2024-04-05,1,MC008,EMP0005,143,181
PR002912,2024-04-05,2,MC017,EMP0041,89,120
PR002913,2024-04-05,2,MC014,EMP0045,100,120
PR002914,2024-04-05,2,MC013,EMP0027,83,120
PR002915,2024-04-05,2,MC011,EMP0146,97,120
PR002916,2024-04-05,2,MC009,EMP0170,92,120
PR002917,2024-04-05,2,MC015,EMP0026,107,120
PR002918,2024-04-05,2,MC012,EMP0098,103,120
PR002919,2024-04-05,2,MC018,EMP0173,103,120
PR002920,2024-04-05,3,MC021,EMP0082,125,158
PR002921,2024-04-05,3,MC022,EMP0033,149,158
PR002922,2024-04-05,3,MC024,EMP0055,119,158
PR002923,2024-04-05,3,MC023,EMP0006,136,158
PR002924,2024-04-05,4,MC025,EMP0049,199,200
PR002925,2024-04-05,4,MC029,EMP0019,204,200
PR002926,2024-04-05,4,MC026,EMP0049,198,200
PR002927,2024-04-05,4,MC028,EMP0062,173,200
PR002928,2024-04-05,5,MC033,EMP0165,127,142
PR002929,2024-04-05,5,MC034,EMP0096,124,142
PR002930,2024-04-05,5,MC032,EMP0096,107,142
PR002931,2024-04-05,5,MC030,EMP0028,113,142
PR002932,2024-04-05,5,MC035,EMP0101,111,142
PR002933,2024-04-05,6,MC038,EMP0053,278,325
PR002934,2024-04-05,6,MC036,EMP0142,293,325
PR002935,2024-04-05,6,MC037,EMP0120,305,325
PR002936,2024-04-06,1,MC001,EMP0161,197,181
PR002937,2024-04-06,1,MC003,EMP0032,169,181
PR002938,2024-04-06,1,MC007,EMP0057,174,181
PR002939,2024-04-06,1,MC008,EMP0037,175,181
PR002940,2024-04-06,1,MC004,EMP0162,190,181
PR002941,2024-04-06,1,MC005,EMP0162,162,181
PR002942,2024-04-06,2,MC009,EMP0021,125,120
PR002943,2024-04-06,2,MC018,EMP0178,113,120
PR002944,2024-04-06,2,MC010,EMP0106,103,120
PR002945,2024-04-06,2,MC016,EMP0157,106,120
PR002946,2024-04-06,2,MC011,EMP0035,111,120
PR002947,2024-04-06,2,MC013,EMP0036,105,120
PR002948,2024-04-06,2,MC014,EMP0079,119,120
PR002949,2024-04-06,2,MC017,EMP0103,119,120
PR002950,2024-04-06,2,MC012,EMP0024,118,120
PR002951,2024-04-06,3,MC024,EMP0016,136,158
PR002952,2024-04-06,3,MC019,EMP0055,138,158
PR002953,2024-04-06,3,MC023,EMP0180,138,158
PR002954,2024-04-06,3,MC021,EMP0124,145,158
PR002955,2024-04-06,4,MC025,EMP0011,207,200
PR002956,2024-04-06,4,MC026,EMP0154,208,200
PR002957,2024-04-06,4,MC029,EMP0108,227,200
PR002958,2024-04-06,4,MC028,EMP0087,211,200
PR002959,2024-04-06,5,MC031,EMP0003,140,142
PR002960,2024-04-06,5,MC030,EMP0056,140,142
PR002961,2024-04-06,5,MC032,EMP0165,142,142
PR002962,2024-04-06,5,MC033,EMP0060,129,142
PR002963,2024-04-06,5,MC035,EMP0096,139,142
PR002964,2024-04-06,6,MC039,EMP0100,299,325
PR002965,2024-04-06,6,MC038,EMP0100,323,325
PR002966,2024-04-06,6,MC036,EMP0152,339,325
PR002967,2024-04-07,1,MC004,EMP0037,59,181
PR002968,2024-04-07,1,MC008,EMP0168,64,181
PR002969,2024-04-07,1,MC007,EMP0066,53,181
PR002970,2024-04-07,1,MC002,EMP0018,70,181
PR002971,2024-04-07,1,MC003,EMP0163,64,181
PR002972,2024-04-07,1,MC005,EMP0007,52,181
PR002973,2024-04-07,1,MC006,EMP0168,54,181
PR002974,2024-04-07,2,MC016,EMP0129,38,120
PR002975,2024-04-07,2,MC013,EMP0114,42,120
PR002976,2024-04-07,2,MC017,EMP0024,40,120
PR002977,2024-04-07,2,MC010,EMP0103,39,120
PR002978,2024-04-07,2,MC012,EMP0169,41,120
PR002979,2024-04-07,2,MC011,EMP0051,41,120
PR002980,2024-04-07,2,MC015,EMP0123,37,120
PR002981,2024-04-07,2,MC009,EMP0095,45,120
PR002982,2024-04-07,3,MC022,EMP0064,51,158
PR002983,2024-04-07,3,MC024,EMP0099,49,158
PR002984,2024-04-07,3,MC019,EMP0111,51,158
PR002985,2024-04-07,3,MC021,EMP0006,52,158
PR002986,2024-04-07,3,MC020,EMP0078,54,158
PR002987,2024-04-07,4,MC025,EMP0049,80,200
PR002988,2024-04-07,4,MC028,EMP0014,80,200
PR002989,2024-04-07,4,MC026,EMP0002,75,200
PR002990,2024-04-07,5,MC034,EMP0086,44,142
PR002991,2024-04-07,5,MC030,EMP0165,46,142
PR002992,2024-04-07,5,MC035,EMP0101,45,142
PR002993,2024-04-07,5,MC033,EMP0003,48,142
PR002994,2024-04-07,5,MC031,EMP0028,44,142
PR002995,2024-04-07,6,MC037,EMP0100,113,325
PR002996,2024-04-07,6,MC036,EMP0142,114,325
PR002997,2024-04-07,6,MC038,EMP0120,103,325
PR002998,2024-04-08,1,MC006,EMP0161,169,181
PR002999,2024-04-08,1,MC001,EMP0091,167,181
PR003000,2024-04-08,1,MC007,EMP0092,154,181
PR003001,2024-04-08,1,MC008,EMP0118,161,181
PR003002,2024-04-08,1,MC004,EMP0008,164,181
PR003003,2024-04-08,1,MC005,EMP0166,171,181
PR003004,2024-04-08,2,MC010,EMP0147,119,120
PR003005,2024-04-08,2,MC018,EMP0138,105,120
PR003006,2024-04-08,2,MC015,EMP0095,117,120
PR003007,2024-04-08,2,MC011,EMP0063,123,120
PR003008,2024-04-08,2,MC012,EMP0128,128,120
PR003009,2024-04-08,2,MC009,EMP0135,126,120
PR003010,2024-04-08,2,MC016,EMP0089,122,120
PR003011,2024-04-08,2,MC014,EMP0047,130,120
PR003012,2024-04-08,2,MC013,EMP0051,122,120
PR003013,2024-04-08,3,MC020,EMP0143,132,158
PR003014,2024-04-08,3,MC024,EMP0013,168,158
PR003015,2024-04-08,3,MC021,EMP0111,132,158
PR003016,2024-04-08,3,MC023,EMP0055,144,158
PR003017,2024-04-08,3,MC022,EMP0064,140,158
PR003018,2024-04-08,4,MC028,EMP0011,215,200
PR003019,2024-04-08,4,MC026,EMP0132,193,200
PR003020,2024-04-08,4,MC029,EMP0109,203,200
PR003021,2024-04-08,5,MC034,EMP0086,145,142
PR003022,2024-04-08,5,MC031,EMP0145,131,142
PR003023,2024-04-08,5,MC030,EMP0060,132,142
PR003024,2024-04-08,5,MC032,EMP0101,142,142
PR003025,2024-04-08,6,MC039,EMP0142,321,325
PR003026,2024-04-08,6,MC037,EMP0171,328,325
PR003027,2024-04-08,6,MC036,EMP0171,317,325
PR003028,2024-04-09,1,MC005,EMP0066,179,181
PR003029,2024-04-09,1,MC008,EMP0112,177,181
PR003030,2024-04-09,1,MC001,EMP0166,161,181
PR003031,2024-04-09,1,MC003,EMP0161,183,181
PR003032,2024-04-09,1,MC002,EMP0166,160,181
PR003033,2024-04-09,1,MC004,EMP0075,165,181
PR003034,2024-04-09,2,MC012,EMP0095,116,120
PR003035,2024-04-09,2,MC013,EMP0105,105,120
PR003036,2024-04-09,2,MC009,EMP0173,111,120
PR003037,2024-04-09,2,MC018,EMP0015,102,120
PR003038,2024-04-09,2,MC011,EMP0070,105,120
PR003039,2024-04-09,2,MC014,EMP0129,121,120
PR003040,2024-04-09,2,MC016,EMP0105,111,120
PR003041,2024-04-09,2,MC017,EMP0095,106,120
PR003042,2024-04-09,2,MC010,EMP0045,123,120
PR003043,2024-04-09,3,MC019,EMP0055,156,158
PR003044,2024-04-09,3,MC021,EMP0122,151,158
PR003045,2024-04-09,3,MC024,EMP0016,159,158
PR003046,2024-04-09,3,MC023,EMP0078,155,158
PR003047,2024-04-09,3,MC020,EMP0013,150,158
PR003048,2024-04-09,4,MC028,EMP0011,191,200
PR003049,2024-04-09,4,MC026,EMP0132,204,200
PR003050,2024-04-09,4,MC029,EMP0014,187,200
PR003051,2024-04-09,4,MC027,EMP0156,203,200
PR003052,2024-04-09,5,MC033,EMP0164,136,142
PR003053,2024-04-09,5,MC032,EMP0096,126,142
PR003054,2024-04-09,5,MC034,EMP0058,148,142
PR003055,2024-04-09,5,MC035,EMP0164,139,142
PR003056,2024-04-09,6,MC036,EMP0085,309,325
PR003057,2024-04-09,6,MC037,EMP0120,346,325
PR003058,2024-04-09,6,MC039,EMP0144,333,325
PR003059,2024-04-10,1,MC004,EMP0097,168,181
PR003060,2024-04-10,1,MC001,EMP0094,190,181
PR003061,2024-04-10,1,MC003,EMP0054,188,181
PR003062,2024-04-10,1,MC005,EMP0118,158,181
PR003063,2024-04-10,1,MC002,EMP0167,197,181
PR003064,2024-04-10,1,MC007,EMP0052,195,181
PR003065,2024-04-10,2,MC016,EMP0012,112,120
PR003066,2024-04-10,2,MC012,EMP0063,127,120
PR003067,2024-04-10,2,MC013,EMP0015,117,120
PR003068,2024-04-10,2,MC017,EMP0035,107,120
PR003069,2024-04-10,2,MC018,EMP0076,107,120
PR003070,2024-04-10,2,MC009,EMP0169,116,120
PR003071,2024-04-10,2,MC014,EMP0105,98,120
PR003072,2024-04-10,3,MC022,EMP0136,125,158
PR003073,2024-04-10,3,MC023,EMP0159,157,158
PR003074,2024-04-10,3,MC024,EMP0029,135,158
PR003075,2024-04-10,3,MC021,EMP0029,165,158
PR003076,2024-04-10,3,MC020,EMP0122,144,158
PR003077,2024-04-10,4,MC028,EMP0022,180,200
PR003078,2024-04-10,4,MC025,EMP0011,220,200
