OrderID,Client,DeptID,OrderDate,DueDate,QuantityOrdered,Status
ORD0345,Zara Sourcing Order,5,2024-09-20,2024-10-02,1030,Delayed
ORD0346,Local Wholesale - Lahore,4,2025-11-30,2025-12-26,2554,Delayed
ORD0347,Next PLC Order,5,2024-10-28,2024-12-09,4281,Delayed
ORD0348,H&M Sourcing Order,6,2025-03-29,2025-04-11,1518,Completed
ORD0349,Decathlon Order,1,2025-02-25,2025-03-26,4941,In Progress
ORD0350,Local Wholesale - Lahore,2,2025-04-04,2025-05-03,2152,Cancelled
ORD0351,Interloop B2B Order,2,2024-02-22,2024-03-08,2141,Cancelled
ORD0352,Gul Ahmed Retail,4,2024-08-13,2024-09-24,4923,Completed
ORD0353,Al-Karam Textiles Buyer,4,2025-07-24,2025-09-03,5941,Completed
ORD0354,H&M Sourcing Order,1,2025-09-25,2025-10-25,5990,Completed
ORD0355,Next PLC Order,1,2024-10-27,2024-12-07,1709,Completed
ORD0356,H&M Sourcing Order,2,2025-06-18,2025-07-21,3802,Completed
ORD0357,H&M Sourcing Order,6,2024-06-19,2024-07-27,4074,Cancelled
ORD0358,Zara Sourcing Order,4,2024-06-07,2024-07-13,2111,Completed
ORD0359,Gul Ahmed Retail,3,2025-03-27,2025-05-01,4879,Completed
ORD0360,Local Wholesale - Faisalabad,4,2024-08-27,2024-10-08,5437,Completed
ORD0361,Al-Karam Textiles Buyer,6,2025-07-20,2025-08-20,2797,Cancelled
ORD0362,Zara Sourcing Order,2,2024-12-22,2025-01-19,3935,Delayed
ORD0363,Al-Karam Textiles Buyer,3,2025-02-25,2025-03-07,5163,Completed
ORD0364,H&M Sourcing Order,4,2025-08-06,2025-09-09,4186,Completed
ORD0365,H&M Sourcing Order,3,2025-01-09,2025-02-15,4750,Completed
ORD0366,Local Wholesale - Lahore,2,2025-04-18,2025-05-18,4393,Completed
ORD0367,H&M Sourcing Order,3,2025-03-21,2025-04-16,2244,Completed
ORD0368,Local Wholesale - Lahore,5,2025-12-17,2026-01-02,3446,Delayed
ORD0369,H&M Sourcing Order,3,2025-02-17,2025-03-29,1326,Delayed
ORD0370,Decathlon Order,5,2024-02-07,2024-03-19,5834,Delayed
ORD0371,Al-Karam Textiles Buyer,6,2024-05-03,2024-05-13,528,Completed
ORD0372,Next PLC Order,6,2025-01-28,2025-03-12,1959,Completed
ORD0373,Decathlon Order,1,2024-04-20,2024-05-10,5245,Completed
ORD0374,Local Wholesale - Lahore,2,2025-03-28,2025-05-11,1155,Completed
ORD0375,Interloop B2B Order,3,2025-12-06,2025-12-29,2483,Delayed
ORD0376,Next PLC Order,6,2025-02-06,2025-02-26,2305,Delayed
ORD0377,Next PLC Order,1,2025-07-13,2025-08-06,2996,Completed
ORD0378,Local Wholesale - Lahore,5,2024-09-08,2024-10-03,4978,Completed
ORD0379,Al-Karam Textiles Buyer,2,2025-03-07,2025-04-14,4885,Completed
ORD0380,Al-Karam Textiles Buyer,5,2024-08-04,2024-08-14,541,Completed
ORD0381,Local Wholesale - Lahore,5,2024-03-07,2024-04-03,732,Completed
ORD0382,Decathlon Order,2,2024-09-01,2024-09-22,4708,Completed
ORD0383,Local Wholesale - Lahore,2,2024-11-05,2024-12-07,4106,Cancelled
ORD0384,Gul Ahmed Retail,3,2024-01-14,2024-02-01,4683,Completed
ORD0385,Nishat Exports Client,3,2025-12-07,2026-01-02,4141,Completed
ORD0386,Decathlon Order,3,2024-09-21,2024-10-06,2186,Completed
ORD0387,Interloop B2B Order,4,2024-10-18,2024-11-23,4132,In Progress
ORD0388,Zara Sourcing Order,3,2024-03-08,2024-04-06,4838,Completed
ORD0389,Next PLC Order,3,2024-01-21,2024-02-02,1136,Delayed
ORD0390,Al-Karam Textiles Buyer,6,2025-04-23,2025-05-15,3295,In Progress
ORD0391,Nishat Exports Client,1,2025-12-04,2025-12-24,3351,Completed
ORD0392,Interloop B2B Order,2,2025-10-16,2025-11-01,5603,Completed
ORD0393,Local Wholesale - Lahore,2,2024-06-06,2024-07-05,1253,Completed
ORD0394,Al-Karam Textiles Buyer,2,2025-05-06,2025-06-14,1357,Completed
ORD0395,Next PLC Order,1,2025-05-30,2025-07-03,3104,Completed
ORD0396,H&M Sourcing Order,1,2025-07-04,2025-07-20,1345,Cancelled
ORD0397,H&M Sourcing Order,1,2024-11-18,2024-11-30,4989,In Progress
ORD0398,Next PLC Order,3,2025-05-01,2025-05-25,5059,In Progress
ORD0399,Al-Karam Textiles Buyer,2,2024-05-03,2024-06-06,4713,Completed
ORD0400,Decathlon Order,4,2024-12-19,2024-12-30,1605,Completed
ORD0401,Local Wholesale - Lahore,6,2025-09-09,2025-10-04,2657,Completed
ORD0402,Zara Sourcing Order,2,2024-03-27,2024-04-30,2737,Completed
ORD0403,Local Wholesale - Lahore,6,2025-05-06,2025-05-24,3030,Completed
ORD0404,Next PLC Order,1,2024-06-19,2024-07-22,3373,Cancelled
ORD0405,Interloop B2B Order,1,2024-10-13,2024-10-26,1211,Completed
ORD0406,Zara Sourcing Order,6,2025-07-20,2025-08-07,4458,Completed
ORD0407,Nishat Exports Client,6,2024-04-19,2024-05-23,4702,Completed
ORD0408,Next PLC Order,3,2025-04-27,2025-05-25,1338,Completed
ORD0409,Decathlon Order,4,2024-11-18,2024-12-19,1287,Completed
ORD0410,Gul Ahmed Retail,1,2025-12-22,2026-01-06,3778,Completed
ORD0411,Nishat Exports Client,3,2025-01-08,2025-02-20,3703,Completed
ORD0412,Interloop B2B Order,4,2024-11-19,2024-12-30,2687,In Progress
ORD0413,Gul Ahmed Retail,6,2024-08-19,2024-09-22,3379,Cancelled
ORD0414,Al-Karam Textiles Buyer,3,2025-07-08,2025-08-20,536,Completed
ORD0415,Zara Sourcing Order,3,2025-10-18,2025-11-03,2603,Completed
ORD0416,Next PLC Order,2,2025-09-24,2025-11-02,5740,Cancelled
ORD0417,Zara Sourcing Order,3,2024-05-13,2024-06-23,1690,Completed
ORD0418,Gul Ahmed Retail,6,2024-05-02,2024-05-18,1423,Delayed
ORD0419,Local Wholesale - Faisalabad,4,2025-11-08,2025-12-21,1299,In Progress
ORD0420,Local Wholesale - Lahore,4,2024-05-04,2024-06-12,5440,Delayed
ORD0421,Local Wholesale - Faisalabad,5,2025-05-17,2025-06-15,1592,Completed
ORD0422,Nishat Exports Client,1,2024-05-30,2024-06-24,1636,Delayed
ORD0423,Decathlon Order,3,2024-06-17,2024-06-29,2047,In Progress
ORD0424,Decathlon Order,3,2025-11-29,2025-12-27,1452,Completed
ORD0425,Zara Sourcing Order,5,2025-05-12,2025-06-01,2250,Completed
ORD0426,H&M Sourcing Order,4,2025-02-17,2025-03-01,622,Completed
ORD0427,Al-Karam Textiles Buyer,6,2025-10-29,2025-11-15,2144,Completed
ORD0428,Gul Ahmed Retail,4,2025-12-11,2026-01-11,4784,In Progress
ORD0429,Decathlon Order,6,2025-12-04,2025-12-16,945,Delayed
ORD0430,Interloop B2B Order,6,2025-03-26,2025-04-26,2598,Completed
ORD0431,Gul Ahmed Retail,2,2024-10-10,2024-10-31,685,Completed
ORD0432,H&M Sourcing Order,2,2025-08-14,2025-09-15,5439,In Progress
ORD0433,Next PLC Order,2,2025-11-24,2025-12-07,1692,Completed
ORD0434,Gul Ahmed Retail,3,2024-03-09,2024-04-12,4917,Completed
ORD0435,Interloop B2B Order,3,2025-09-05,2025-10-20,5365,Completed
ORD0436,Next PLC Order,6,2025-05-13,2025-06-14,2704,Completed
ORD0437,Next PLC Order,5,2024-07-15,2024-07-28,5963,Delayed
ORD0438,Al-Karam Textiles Buyer,6,2025-08-07,2025-09-16,3097,Completed
ORD0439,Zara Sourcing Order,5,2024-05-26,2024-06-08,634,Delayed
ORD0440,Next PLC Order,2,2025-12-20,2026-01-28,4265,Completed
ORD0441,Local Wholesale - Lahore,1,2024-04-04,2024-05-03,3522,Completed
ORD0442,Local Wholesale - Faisalabad,6,2024-04-17,2024-05-30,1503,Delayed
ORD0443,Local Wholesale - Lahore,5,2024-03-30,2024-04-09,4482,Delayed
ORD0444,Gul Ahmed Retail,6,2024-09-18,2024-09-29,4022,In Progress
ORD0445,Next PLC Order,2,2024-07-09,2024-08-05,5408,Completed
ORD0446,Al-Karam Textiles Buyer,3,2025-01-23,2025-02-13,1875,In Progress
ORD0447,Decathlon Order,1,2025-06-27,2025-08-01,1301,Completed
ORD0448,Local Wholesale - Lahore,2,2025-01-22,2025-02-26,1769,Completed
ORD0449,Zara Sourcing Order,2,2024-09-24,2024-10-05,2200,Completed
ORD0450,Gul Ahmed Retail,2,2024-02-24,2024-03-05,2113,Completed
ORD0451,Interloop B2B Order,1,2024-04-09,2024-05-11,3838,Completed
ORD0452,Zara Sourcing Order,4,2024-10-20,2024-12-04,4570,Completed
ORD0453,Al-Karam Textiles Buyer,3,2025-10-23,2025-11-07,2294,Completed
ORD0454,Local Wholesale - Faisalabad,1,2024-08-08,2024-09-09,5186,Delayed
ORD0455,Interloop B2B Order,6,2024-02-25,2024-04-07,2831,Completed
ORD0456,Zara Sourcing Order,2,2025-07-21,2025-08-04,4748,Completed
ORD0457,Zara Sourcing Order,3,2025-03-05,2025-04-04,950,Completed
ORD0458,Next PLC Order,3,2024-11-24,2025-01-06,5334,Completed
ORD0459,Zara Sourcing Order,4,2024-09-07,2024-10-09,4101,Completed
ORD0460,Nishat Exports Client,1,2025-10-21,2025-11-19,2841,Completed
ORD0461,Local Wholesale - Faisalabad,1,2024-05-17,2024-06-18,3110,Completed
ORD0462,Nishat Exports Client,1,2024-05-10,2024-05-23,1272,In Progress
ORD0463,Next PLC Order,3,2024-05-27,2024-07-07,1484,In Progress
ORD0464,Zara Sourcing Order,5,2024-05-06,2024-06-03,3336,Completed
ORD0465,Interloop B2B Order,4,2024-01-14,2024-02-17,5897,Completed
ORD0466,Next PLC Order,4,2025-12-09,2026-01-10,3196,Completed
ORD0467,Decathlon Order,2,2024-04-13,2024-05-09,4824,Completed
ORD0468,Interloop B2B Order,1,2025-02-07,2025-03-17,1705,Completed
ORD0469,Local Wholesale - Faisalabad,4,2024-07-24,2024-08-19,814,Completed
ORD0470,Local Wholesale - Faisalabad,1,2024-10-04,2024-11-15,3582,Delayed
ORD0471,Decathlon Order,2,2024-12-16,2025-01-17,986,Delayed
ORD0472,Al-Karam Textiles Buyer,3,2024-12-31,2025-01-10,5574,Delayed
ORD0473,Zara Sourcing Order,2,2024-08-16,2024-09-26,5154,Completed
ORD0474,Local Wholesale - Lahore,1,2025-10-13,2025-11-10,2995,Completed
ORD0475,Nishat Exports Client,3,2025-10-30,2025-11-29,1765,Completed
ORD0476,Nishat Exports Client,2,2025-08-16,2025-08-30,4995,In Progress
ORD0477,Local Wholesale - Faisalabad,3,2025-04-28,2025-05-27,4870,Completed
ORD0478,Nishat Exports Client,1,2024-07-25,2024-08-25,5934,Completed
ORD0479,Next PLC Order,6,2024-05-07,2024-05-31,4786,Completed
ORD0480,Local Wholesale - Faisalabad,4,2025-04-10,2025-05-16,4592,Completed
ORD0481,Zara Sourcing Order,6,2025-08-17,2025-09-06,5847,Delayed
ORD0482,Nishat Exports Client,4,2025-07-01,2025-07-30,3198,Completed
ORD0483,H&M Sourcing Order,3,2025-01-30,2025-03-06,4936,Completed
ORD0484,Local Wholesale - Lahore,3,2025-08-11,2025-09-03,2447,In Progress
ORD0485,Decathlon Order,2,2025-05-30,2025-07-02,4225,Completed
ORD0486,H&M Sourcing Order,1,2025-08-27,2025-09-17,4951,Completed
ORD0487,Interloop B2B Order,1,2025-05-03,2025-05-22,5879,Completed
ORD0488,Local Wholesale - Lahore,6,2024-01-21,2024-03-02,5489,Delayed
ORD0489,Decathlon Order,4,2024-03-20,2024-04-06,2392,Completed
ORD0490,H&M Sourcing Order,2,2025-03-03,2025-04-06,3063,In Progress
ORD0491,Nishat Exports Client,2,2025-07-27,2025-09-01,3288,Delayed
ORD0492,Decathlon Order,3,2024-06-08,2024-07-22,2654,Delayed
ORD0493,Al-Karam Textiles Buyer,3,2024-02-20,2024-03-15,2762,Completed
ORD0494,Local Wholesale - Lahore,6,2025-01-31,2025-03-02,3637,Cancelled
ORD0495,Nishat Exports Client,5,2025-04-03,2025-04-16,4120,In Progress
ORD0496,Al-Karam Textiles Buyer,1,2025-07-15,2025-08-25,4093,Completed
ORD0497,Nishat Exports Client,2,2025-05-15,2025-06-29,3361,In Progress
ORD0498,Gul Ahmed Retail,5,2024-07-30,2024-08-26,4333,Completed
ORD0499,Next PLC Order,3,2024-10-13,2024-10-26,4541,Completed
ORD0500,Decathlon Order,6,2025-05-20,2025-06-29,2805,Completed
