DefectID,ProdID,MachineID,DeptID,Date,DefectQty,DefectType
DF005281,PR005327,MC023,3,2024-06-22,10,Stain/Spot
DF005282,PR005328,MC029,4,2024-06-22,3,Stain/Spot
DF005283,PR005329,MC027,4,2024-06-22,11,Stitching Error
DF005284,PR005330,MC025,4,2024-06-22,3,Size Variance
DF005285,PR005331,MC028,4,2024-06-22,5,Colour Mismatch
DF005286,PR005332,MC033,5,2024-06-22,2,Stain/Spot
DF005287,PR005333,MC034,5,2024-06-22,2,Fabric Tear
DF005288,PR005334,MC031,5,2024-06-22,2,Fabric Tear
DF005289,PR005335,MC032,5,2024-06-22,3,Stitching Error
DF005290,PR005336,MC030,5,2024-06-22,2,Size Variance
DF005291,PR005337,MC038,6,2024-06-22,2,Fabric Tear
DF005292,PR005338,MC039,6,2024-06-22,7,Stitching Error
DF005293,PR005339,MC036,6,2024-06-22,3,Colour Mismatch
DF005294,PR005340,MC004,1,2024-06-23,1,Fabric Tear
DF005295,PR005341,MC005,1,2024-06-23,1,Weaving Fault
DF005296,PR005342,MC003,1,2024-06-23,2,Fabric Tear
DF005297,PR005343,MC007,1,2024-06-23,2,Weaving Fault
DF005298,PR005344,MC008,1,2024-06-23,3,Weaving Fault
DF005299,PR005345,MC006,1,2024-06-23,1,Stain/Spot
DF005300,PR005346,MC001,1,2024-06-23,2,Size Variance
DF005301,PR005347,MC011,2,2024-06-23,3,Weaving Fault
DF005302,PR005348,MC013,2,2024-06-23,2,Fabric Tear
DF005303,PR005349,MC014,2,2024-06-23,1,Stain/Spot
DF005304,PR005350,MC018,2,2024-06-23,1,Colour Mismatch
DF005305,PR005351,MC009,2,2024-06-23,1,Stain/Spot
DF005306,PR005352,MC012,2,2024-06-23,1,Colour Mismatch
DF005307,PR005353,MC010,2,2024-06-23,1,Stain/Spot
DF005308,PR005354,MC015,2,2024-06-23,1,Stitching Error
DF005309,PR005355,MC020,3,2024-06-23,2,Stain/Spot
DF005310,PR005356,MC021,3,2024-06-23,6,Stitching Error
DF005311,PR005357,MC024,3,2024-06-23,4,Colour Mismatch
DF005312,PR005358,MC022,3,2024-06-23,3,Size Variance
DF005313,PR005359,MC023,3,2024-06-23,3,Stitching Error
DF005314,PR005360,MC027,4,2024-06-23,2,Colour Mismatch
DF005315,PR005361,MC028,4,2024-06-23,1,Colour Mismatch
DF005316,PR005363,MC025,4,2024-06-23,1,Size Variance
DF005317,PR005364,MC032,5,2024-06-23,2,Size Variance
DF005318,PR005367,MC034,5,2024-06-23,1,Weaving Fault
DF005319,PR005369,MC039,6,2024-06-23,2,Colour Mismatch
DF005320,PR005371,MC036,6,2024-06-23,1,Weaving Fault
DF005321,PR005372,MC003,1,2024-06-24,5,Size Variance
DF005322,PR005373,MC002,1,2024-06-24,3,Size Variance
DF005323,PR005374,MC007,1,2024-06-24,5,Weaving Fault
DF005324,PR005375,MC005,1,2024-06-24,2,Fabric Tear
DF005325,PR005376,MC001,1,2024-06-24,4,Stain/Spot
DF005326,PR005377,MC008,1,2024-06-24,8,Weaving Fault
DF005327,PR005378,MC004,1,2024-06-24,7,Colour Mismatch
DF005328,PR005379,MC013,2,2024-06-24,3,Stitching Error
DF005329,PR005380,MC012,2,2024-06-24,3,Weaving Fault
DF005330,PR005381,MC014,2,2024-06-24,4,Fabric Tear
DF005331,PR005382,MC015,2,2024-06-24,4,Stain/Spot
DF005332,PR005383,MC018,2,2024-06-24,3,Fabric Tear
DF005333,PR005384,MC011,2,2024-06-24,7,Colour Mismatch
DF005334,PR005385,MC017,2,2024-06-24,4,Weaving Fault
DF005335,PR005386,MC016,2,2024-06-24,3,Size Variance
DF005336,PR005387,MC010,2,2024-06-24,3,Stain/Spot
DF005337,PR005388,MC020,3,2024-06-24,13,Size Variance
DF005338,PR005389,MC022,3,2024-06-24,9,Stain/Spot
DF005339,PR005390,MC019,3,2024-06-24,7,Colour Mismatch
DF005340,PR005391,MC023,3,2024-06-24,8,Weaving Fault
DF005341,PR005392,MC021,3,2024-06-24,19,Stitching Error
DF005342,PR005393,MC026,4,2024-06-24,4,Size Variance
DF005343,PR005394,MC028,4,2024-06-24,5,Weaving Fault
DF005344,PR005395,MC029,4,2024-06-24,5,Weaving Fault
DF005345,PR005396,MC030,5,2024-06-24,1,Fabric Tear
DF005346,PR005397,MC032,5,2024-06-24,3,Weaving Fault
DF005347,PR005398,MC034,5,2024-06-24,1,Fabric Tear
DF005348,PR005399,MC033,5,2024-06-24,2,Colour Mismatch
DF005349,PR005400,MC035,5,2024-06-24,1,Fabric Tear
DF005350,PR005401,MC039,6,2024-06-24,6,Weaving Fault
DF005351,PR005402,MC038,6,2024-06-24,2,Stain/Spot
DF005352,PR005403,MC037,6,2024-06-24,4,Colour Mismatch
DF005353,PR005404,MC008,1,2024-06-25,9,Size Variance
DF005354,PR005405,MC004,1,2024-06-25,4,Weaving Fault
DF005355,PR005406,MC006,1,2024-06-25,4,Size Variance
DF005356,PR005407,MC005,1,2024-06-25,4,Stitching Error
DF005357,PR005408,MC007,1,2024-06-25,3,Size Variance
DF005358,PR005409,MC001,1,2024-06-25,3,Fabric Tear
DF005359,PR005410,MC002,1,2024-06-25,4,Stitching Error
DF005360,PR005411,MC014,2,2024-06-25,3,Size Variance
DF005361,PR005412,MC009,2,2024-06-25,3,Colour Mismatch
DF005362,PR005413,MC018,2,2024-06-25,4,Fabric Tear
DF005363,PR005414,MC015,2,2024-06-25,3,Size Variance
DF005364,PR005415,MC010,2,2024-06-25,3,Fabric Tear
DF005365,PR005416,MC016,2,2024-06-25,5,Size Variance
DF005366,PR005417,MC011,2,2024-06-25,9,Stain/Spot
DF005367,PR005418,MC013,2,2024-06-25,2,Weaving Fault
DF005368,PR005419,MC023,3,2024-06-25,8,Colour Mismatch
DF005369,PR005420,MC020,3,2024-06-25,5,Colour Mismatch
DF005370,PR005421,MC024,3,2024-06-25,11,Fabric Tear
DF005371,PR005422,MC022,3,2024-06-25,9,Fabric Tear
DF005372,PR005423,MC021,3,2024-06-25,34,Colour Mismatch
DF005373,PR005424,MC025,4,2024-06-25,3,Stitching Error
DF005374,PR005425,MC027,4,2024-06-25,8,Weaving Fault
DF005375,PR005426,MC029,4,2024-06-25,2,Stain/Spot
DF005376,PR005427,MC028,4,2024-06-25,3,Colour Mismatch
DF005377,PR005428,MC033,5,2024-06-25,1,Size Variance
DF005378,PR005429,MC032,5,2024-06-25,2,Stitching Error
DF005379,PR005430,MC034,5,2024-06-25,2,Colour Mismatch
DF005380,PR005431,MC031,5,2024-06-25,2,Weaving Fault
DF005381,PR005432,MC030,5,2024-06-25,1,Size Variance
DF005382,PR005433,MC036,6,2024-06-25,2,Colour Mismatch
DF005383,PR005434,MC038,6,2024-06-25,1,Weaving Fault
DF005384,PR005435,MC039,6,2024-06-25,7,Weaving Fault
DF005385,PR005436,MC005,1,2024-06-26,5,Stain/Spot
DF005386,PR005437,MC006,1,2024-06-26,6,Colour Mismatch
DF005387,PR005438,MC001,1,2024-06-26,2,Stain/Spot
DF005388,PR005439,MC007,1,2024-06-26,3,Stain/Spot
DF005389,PR005440,MC008,1,2024-06-26,15,Weaving Fault
DF005390,PR005441,MC004,1,2024-06-26,3,Weaving Fault
DF005391,PR005442,MC012,2,2024-06-26,1,Size Variance
DF005392,PR005443,MC015,2,2024-06-26,3,Fabric Tear
DF005393,PR005444,MC018,2,2024-06-26,2,Stain/Spot
DF005394,PR005445,MC011,2,2024-06-26,9,Stitching Error
DF005395,PR005446,MC017,2,2024-06-26,3,Colour Mismatch
DF005396,PR005447,MC014,2,2024-06-26,4,Size Variance
DF005397,PR005448,MC010,2,2024-06-26,4,Stitching Error
DF005398,PR005449,MC013,2,2024-06-26,4,Stitching Error
DF005399,PR005450,MC023,3,2024-06-26,6,Size Variance
DF005400,PR005451,MC021,3,2024-06-26,16,Weaving Fault
DF005401,PR005452,MC024,3,2024-06-26,7,Colour Mismatch
DF005402,PR005453,MC020,3,2024-06-26,7,Weaving Fault
DF005403,PR005454,MC019,3,2024-06-26,8,Stain/Spot
DF005404,PR005455,MC027,4,2024-06-26,9,Fabric Tear
DF005405,PR005456,MC028,4,2024-06-26,3,Colour Mismatch
DF005406,PR005457,MC026,4,2024-06-26,5,Stitching Error
DF005407,PR005458,MC029,4,2024-06-26,4,Weaving Fault
DF005408,PR005459,MC031,5,2024-06-26,1,Stain/Spot
DF005409,PR005460,MC034,5,2024-06-26,2,Stitching Error
DF005410,PR005461,MC032,5,2024-06-26,4,Colour Mismatch
DF005411,PR005462,MC030,5,2024-06-26,1,Size Variance
DF005412,PR005463,MC039,6,2024-06-26,6,Stain/Spot
DF005413,PR005464,MC038,6,2024-06-26,2,Weaving Fault
DF005414,PR005465,MC037,6,2024-06-26,2,Fabric Tear
DF005415,PR005466,MC008,1,2024-06-27,7,Fabric Tear
DF005416,PR005467,MC004,1,2024-06-27,3,Stitching Error
DF005417,PR005468,MC007,1,2024-06-27,4,Stain/Spot
DF005418,PR005469,MC005,1,2024-06-27,2,Stitching Error
DF005419,PR005470,MC002,1,2024-06-27,3,Fabric Tear
DF005420,PR005471,MC003,1,2024-06-27,3,Colour Mismatch
DF005421,PR005472,MC012,2,2024-06-27,4,Weaving Fault
DF005422,PR005473,MC009,2,2024-06-27,3,Colour Mismatch
DF005423,PR005474,MC017,2,2024-06-27,5,Size Variance
DF005424,PR005475,MC015,2,2024-06-27,2,Stain/Spot
DF005425,PR005476,MC016,2,2024-06-27,4,Weaving Fault
DF005426,PR005477,MC011,2,2024-06-27,7,Stitching Error
DF005427,PR005478,MC013,2,2024-06-27,4,Size Variance
DF005428,PR005479,MC014,2,2024-06-27,4,Colour Mismatch
DF005429,PR005480,MC018,2,2024-06-27,5,Weaving Fault
DF005430,PR005481,MC019,3,2024-06-27,10,Stitching Error
DF005431,PR005482,MC023,3,2024-06-27,7,Stitching Error
DF005432,PR005483,MC021,3,2024-06-27,31,Stain/Spot
DF005433,PR005484,MC024,3,2024-06-27,9,Stitching Error
DF005434,PR005485,MC029,4,2024-06-27,5,Fabric Tear
DF005435,PR005486,MC027,4,2024-06-27,9,Stain/Spot
DF005436,PR005487,MC026,4,2024-06-27,3,Weaving Fault
DF005437,PR005488,MC028,4,2024-06-27,3,Fabric Tear
DF005438,PR005489,MC032,5,2024-06-27,3,Fabric Tear
DF005439,PR005491,MC034,5,2024-06-27,1,Fabric Tear
DF005440,PR005492,MC031,5,2024-06-27,2,Fabric Tear
DF005441,PR005493,MC035,5,2024-06-27,2,Size Variance
DF005442,PR005494,MC037,6,2024-06-27,4,Stitching Error
DF005443,PR005495,MC039,6,2024-06-27,6,Fabric Tear
DF005444,PR005496,MC038,6,2024-06-27,4,Stain/Spot
DF005445,PR005497,MC008,1,2024-06-28,7,Colour Mismatch
DF005446,PR005498,MC001,1,2024-06-28,4,Stain/Spot
DF005447,PR005499,MC005,1,2024-06-28,1,Stitching Error
DF005448,PR005500,MC006,1,2024-06-28,4,Size Variance
DF005449,PR005501,MC003,1,2024-06-28,4,Stitching Error
DF005450,PR005502,MC004,1,2024-06-28,2,Size Variance
DF005451,PR005503,MC002,1,2024-06-28,3,Fabric Tear
DF005452,PR005504,MC013,2,2024-06-28,3,Fabric Tear
DF005453,PR005506,MC014,2,2024-06-28,3,Stain/Spot
DF005454,PR005507,MC010,2,2024-06-28,2,Weaving Fault
DF005455,PR005508,MC009,2,2024-06-28,4,Fabric Tear
DF005456,PR005509,MC011,2,2024-06-28,10,Stitching Error
DF005457,PR005510,MC018,2,2024-06-28,4,Stitching Error
DF005458,PR005511,MC017,2,2024-06-28,4,Weaving Fault
DF005459,PR005512,MC020,3,2024-06-28,8,Size Variance
DF005460,PR005513,MC022,3,2024-06-28,4,Colour Mismatch
DF005461,PR005514,MC024,3,2024-06-28,6,Size Variance
DF005462,PR005515,MC019,3,2024-06-28,7,Weaving Fault
DF005463,PR005516,MC028,4,2024-06-28,3,Colour Mismatch
DF005464,PR005517,MC027,4,2024-06-28,10,Stitching Error
DF005465,PR005518,MC025,4,2024-06-28,4,Size Variance
DF005466,PR005519,MC029,4,2024-06-28,1,Colour Mismatch
DF005467,PR005520,MC034,5,2024-06-28,1,Weaving Fault
DF005468,PR005521,MC030,5,2024-06-28,1,Weaving Fault
DF005469,PR005522,MC035,5,2024-06-28,1,Stitching Error
DF005470,PR005523,MC033,5,2024-06-28,1,Stain/Spot
DF005471,PR005524,MC032,5,2024-06-28,4,Colour Mismatch
DF005472,PR005525,MC037,6,2024-06-28,2,Colour Mismatch
DF005473,PR005526,MC038,6,2024-06-28,2,Stitching Error
DF005474,PR005527,MC039,6,2024-06-28,6,Weaving Fault
DF005475,PR005528,MC002,1,2024-06-29,4,Fabric Tear
DF005476,PR005529,MC003,1,2024-06-29,4,Size Variance
DF005477,PR005530,MC006,1,2024-06-29,2,Fabric Tear
DF005478,PR005531,MC005,1,2024-06-29,1,Fabric Tear
DF005479,PR005532,MC007,1,2024-06-29,4,Colour Mismatch
DF005480,PR005533,MC008,1,2024-06-29,10,Weaving Fault
DF005481,PR005534,MC004,1,2024-06-29,5,Fabric Tear
DF005482,PR005535,MC014,2,2024-06-29,4,Fabric Tear
DF005483,PR005536,MC012,2,2024-06-29,3,Stain/Spot
DF005484,PR005537,MC016,2,2024-06-29,2,Colour Mismatch
DF005485,PR005538,MC011,2,2024-06-29,11,Fabric Tear
DF005486,PR005539,MC009,2,2024-06-29,2,Colour Mismatch
DF005487,PR005540,MC015,2,2024-06-29,4,Size Variance
DF005488,PR005541,MC010,2,2024-06-29,4,Colour Mismatch
DF005489,PR005542,MC013,2,2024-06-29,2,Colour Mismatch
DF005490,PR005543,MC017,2,2024-06-29,4,Size Variance
DF005491,PR005544,MC022,3,2024-06-29,7,Fabric Tear
DF005492,PR005545,MC024,3,2024-06-29,8,Stain/Spot
DF005493,PR005546,MC020,3,2024-06-29,9,Colour Mismatch
DF005494,PR005547,MC023,3,2024-06-29,4,Weaving Fault
DF005495,PR005548,MC019,3,2024-06-29,5,Weaving Fault
DF005496,PR005549,MC026,4,2024-06-29,2,Colour Mismatch
DF005497,PR005550,MC028,4,2024-06-29,2,Stain/Spot
DF005498,PR005551,MC029,4,2024-06-29,6,Stitching Error
DF005499,PR005552,MC025,4,2024-06-29,2,Stain/Spot
DF005500,PR005553,MC035,5,2024-06-29,2,Stitching Error
DF005501,PR005554,MC031,5,2024-06-29,2,Size Variance
DF005502,PR005555,MC034,5,2024-06-29,2,Size Variance
DF005503,PR005556,MC030,5,2024-06-29,2,Fabric Tear
DF005504,PR005557,MC032,5,2024-06-29,5,Fabric Tear
DF005505,PR005558,MC038,6,2024-06-29,2,Stain/Spot
DF005506,PR005559,MC037,6,2024-06-29,3,Stain/Spot
DF005507,PR005560,MC039,6,2024-06-29,7,Stitching Error
DF005508,PR005561,MC008,1,2024-06-30,2,Stain/Spot
DF005509,PR005562,MC001,1,2024-06-30,1,Stitching Error
DF005510,PR005563,MC004,1,2024-06-30,1,Size Variance
DF005511,PR005564,MC002,1,2024-06-30,1,Colour Mismatch
DF005512,PR005565,MC006,1,2024-06-30,1,Weaving Fault
DF005513,PR005566,MC007,1,2024-06-30,1,Colour Mismatch
DF005514,PR005567,MC003,1,2024-06-30,1,Weaving Fault
DF005515,PR005568,MC010,2,2024-06-30,1,Fabric Tear
DF005516,PR005569,MC012,2,2024-06-30,1,Size Variance
DF005517,PR005570,MC009,2,2024-06-30,1,Fabric Tear
DF005518,PR005571,MC013,2,2024-06-30,1,Stitching Error
DF005519,PR005572,MC015,2,2024-06-30,2,Fabric Tear
DF005520,PR005573,MC014,2,2024-06-30,1,Stitching Error
DF005521,PR005574,MC016,2,2024-06-30,1,Weaving Fault
DF005522,PR005575,MC017,2,2024-06-30,1,Stitching Error
DF005523,PR005576,MC021,3,2024-06-30,5,Fabric Tear
DF005524,PR005577,MC024,3,2024-06-30,3,Weaving Fault
DF005525,PR005578,MC019,3,2024-06-30,3,Stain/Spot
DF005526,PR005579,MC020,3,2024-06-30,2,Stitching Error
DF005527,PR005580,MC023,3,2024-06-30,3,Size Variance
DF005528,PR005581,MC029,4,2024-06-30,1,Fabric Tear
DF005529,PR005582,MC025,4,2024-06-30,1,Weaving Fault
DF005530,PR005583,MC028,4,2024-06-30,1,Fabric Tear
DF005531,PR005584,MC027,4,2024-06-30,1,Fabric Tear
DF005532,PR005585,MC034,5,2024-06-30,1,Stitching Error
DF005533,PR005586,MC033,5,2024-06-30,1,Colour Mismatch
DF005534,PR005587,MC031,5,2024-06-30,1,Fabric Tear
DF005535,PR005588,MC030,5,2024-06-30,1,Stitching Error
DF005536,PR005589,MC035,5,2024-06-30,1,Size Variance
DF005537,PR005590,MC038,6,2024-06-30,1,Stain/Spot
DF005538,PR005591,MC037,6,2024-06-30,1,Colour Mismatch
DF005539,PR005592,MC039,6,2024-06-30,3,Weaving Fault
DF005540,PR005593,MC007,1,2024-07-01,4,Weaving Fault
DF005541,PR005594,MC005,1,2024-07-01,3,Size Variance
DF005542,PR005595,MC002,1,2024-07-01,4,Fabric Tear
DF005543,PR005596,MC004,1,2024-07-01,5,Stain/Spot
DF005544,PR005597,MC008,1,2024-07-01,10,Weaving Fault
DF005545,PR005598,MC003,1,2024-07-01,4,Stitching Error
DF005546,PR005599,MC009,2,2024-07-01,3,Stitching Error
DF005547,PR005600,MC014,2,2024-07-01,3,Weaving Fault
DF005548,PR005601,MC011,2,2024-07-01,12,Stitching Error
DF005549,PR005602,MC018,2,2024-07-01,3,Stain/Spot
DF005550,PR005603,MC016,2,2024-07-01,2,Size Variance
DF005551,PR005604,MC012,2,2024-07-01,3,Weaving Fault
DF005552,PR005605,MC013,2,2024-07-01,2,Colour Mismatch
DF005553,PR005606,MC015,2,2024-07-01,2,Size Variance
DF005554,PR005607,MC017,2,2024-07-01,4,Stitching Error
DF005555,PR005608,MC021,3,2024-07-01,19,Weaving Fault
DF005556,PR005609,MC020,3,2024-07-01,11,Stain/Spot
DF005557,PR005610,MC022,3,2024-07-01,10,Colour Mismatch
DF005558,PR005611,MC019,3,2024-07-01,7,Stitching Error
DF005559,PR005612,MC026,4,2024-07-01,3,Weaving Fault
DF005560,PR005613,MC029,4,2024-07-01,4,Weaving Fault
DF005561,PR005614,MC025,4,2024-07-01,3,Fabric Tear
DF005562,PR005615,MC027,4,2024-07-01,10,Size Variance
DF005563,PR005616,MC034,5,2024-07-01,1,Size Variance
DF005564,PR005617,MC035,5,2024-07-01,1,Stain/Spot
DF005565,PR005618,MC033,5,2024-07-01,2,Colour Mismatch
DF005566,PR005619,MC030,5,2024-07-01,3,Size Variance
DF005567,PR005620,MC032,5,2024-07-01,4,Weaving Fault
DF005568,PR005621,MC037,6,2024-07-01,2,Weaving Fault
DF005569,PR005622,MC036,6,2024-07-01,3,Stain/Spot
DF005570,PR005623,MC038,6,2024-07-01,2,Fabric Tear
DF005571,PR005624,MC001,1,2024-07-02,4,Stain/Spot
DF005572,PR005625,MC008,1,2024-07-02,9,Size Variance
DF005573,PR005626,MC003,1,2024-07-02,4,Stain/Spot
DF005574,PR005627,MC007,1,2024-07-02,2,Colour Mismatch
DF005575,PR005628,MC006,1,2024-07-02,5,Fabric Tear
DF005576,PR005629,MC005,1,2024-07-02,4,Size Variance
DF005577,PR005630,MC004,1,2024-07-02,4,Size Variance
DF005578,PR005631,MC015,2,2024-07-02,3,Weaving Fault
DF005579,PR005632,MC017,2,2024-07-02,4,Stitching Error
DF005580,PR005633,MC014,2,2024-07-02,4,Fabric Tear
DF005581,PR005634,MC013,2,2024-07-02,2,Stitching Error
DF005582,PR005635,MC009,2,2024-07-02,4,Stitching Error
DF005583,PR005636,MC011,2,2024-07-02,11,Size Variance
DF005584,PR005637,MC018,2,2024-07-02,4,Weaving Fault
DF005585,PR005638,MC016,2,2024-07-02,3,Colour Mismatch
DF005586,PR005639,MC012,2,2024-07-02,3,Stain/Spot
DF005587,PR005640,MC019,3,2024-07-02,9,Size Variance
DF005588,PR005641,MC022,3,2024-07-02,4,Stitching Error
DF005589,PR005642,MC023,3,2024-07-02,8,Fabric Tear
DF005590,PR005643,MC024,3,2024-07-02,4,Stain/Spot
DF005591,PR005644,MC025,4,2024-07-02,5,Size Variance
DF005592,PR005645,MC026,4,2024-07-02,4,Colour Mismatch
DF005593,PR005646,MC029,4,2024-07-02,4,Colour Mismatch
DF005594,PR005647,MC028,4,2024-07-02,3,Stitching Error
DF005595,PR005648,MC031,5,2024-07-02,1,Fabric Tear
DF005596,PR005649,MC032,5,2024-07-02,4,Fabric Tear
DF005597,PR005650,MC030,5,2024-07-02,1,Weaving Fault
DF005598,PR005651,MC035,5,2024-07-02,2,Stitching Error
DF005599,PR005652,MC036,6,2024-07-02,2,Stain/Spot
DF005600,PR005653,MC037,6,2024-07-02,2,Colour Mismatch
DF005601,PR005654,MC039,6,2024-07-02,8,Weaving Fault
DF005602,PR005655,MC007,1,2024-07-03,4,Stain/Spot
DF005603,PR005656,MC003,1,2024-07-03,4,Stitching Error
DF005604,PR005657,MC008,1,2024-07-03,11,Stain/Spot
DF005605,PR005658,MC004,1,2024-07-03,2,Colour Mismatch
DF005606,PR005659,MC002,1,2024-07-03,4,Fabric Tear
DF005607,PR005660,MC001,1,2024-07-03,4,Fabric Tear
DF005608,PR005661,MC005,1,2024-07-03,3,Weaving Fault
DF005609,PR005662,MC017,2,2024-07-03,3,Stitching Error
DF005610,PR005663,MC011,2,2024-07-03,11,Size Variance
DF005611,PR005664,MC012,2,2024-07-03,4,Stain/Spot
DF005612,PR005665,MC014,2,2024-07-03,3,Stain/Spot
DF005613,PR005666,MC016,2,2024-07-03,5,Colour Mismatch
DF005614,PR005667,MC013,2,2024-07-03,5,Stain/Spot
DF005615,PR005668,MC010,2,2024-07-03,3,Stain/Spot
DF005616,PR005669,MC020,3,2024-07-03,11,Stitching Error
DF005617,PR005670,MC024,3,2024-07-03,6,Size Variance
DF005618,PR005671,MC021,3,2024-07-03,15,Colour Mismatch
DF005619,PR005672,MC023,3,2024-07-03,7,Fabric Tear
DF005620,PR005673,MC019,3,2024-07-03,8,Stain/Spot
DF005621,PR005674,MC025,4,2024-07-03,4,Colour Mismatch
DF005622,PR005675,MC027,4,2024-07-03,8,Colour Mismatch
DF005623,PR005676,MC026,4,2024-07-03,1,Fabric Tear
DF005624,PR005677,MC029,4,2024-07-03,3,Weaving Fault
DF005625,PR005678,MC030,5,2024-07-03,2,Colour Mismatch
DF005626,PR005679,MC033,5,2024-07-03,2,Stitching Error
DF005627,PR005681,MC031,5,2024-07-03,2,Weaving Fault
DF005628,PR005682,MC032,5,2024-07-03,3,Colour Mismatch
DF005629,PR005683,MC039,6,2024-07-03,8,Stain/Spot
DF005630,PR005684,MC036,6,2024-07-03,3,Stitching Error
DF005631,PR005685,MC038,6,2024-07-03,3,Colour Mismatch
DF005632,PR005686,MC008,1,2024-07-04,10,Weaving Fault
DF005633,PR005687,MC005,1,2024-07-04,2,Fabric Tear
DF005634,PR005688,MC007,1,2024-07-04,2,Weaving Fault
DF005635,PR005689,MC002,1,2024-07-04,4,Stitching Error
DF005636,PR005690,MC004,1,2024-07-04,4,Size Variance
DF005637,PR005691,MC006,1,2024-07-04,3,Weaving Fault
DF005638,PR005692,MC013,2,2024-07-04,4,Weaving Fault
DF005639,PR005693,MC012,2,2024-07-04,3,Fabric Tear
DF005640,PR005694,MC014,2,2024-07-04,3,Stitching Error
DF005641,PR005695,MC010,2,2024-07-04,2,Stain/Spot
DF005642,PR005696,MC009,2,2024-07-04,3,Size Variance
DF005643,PR005697,MC016,2,2024-07-04,4,Weaving Fault
DF005644,PR005698,MC017,2,2024-07-04,3,Weaving Fault
DF005645,PR005699,MC018,2,2024-07-04,2,Size Variance
DF005646,PR005700,MC011,2,2024-07-04,12,Stitching Error
DF005647,PR005701,MC021,3,2024-07-04,15,Fabric Tear
DF005648,PR005702,MC022,3,2024-07-04,8,Fabric Tear
DF005649,PR005703,MC023,3,2024-07-04,9,Size Variance
DF005650,PR005704,MC020,3,2024-07-04,8,Weaving Fault
DF005651,PR005705,MC024,3,2024-07-04,10,Stitching Error
DF005652,PR005706,MC026,4,2024-07-04,6,Size Variance
DF005653,PR005707,MC025,4,2024-07-04,4,Fabric Tear
DF005654,PR005708,MC029,4,2024-07-04,1,Weaving Fault
DF005655,PR005709,MC028,4,2024-07-04,3,Weaving Fault
DF005656,PR005710,MC031,5,2024-07-04,1,Weaving Fault
DF005657,PR005711,MC032,5,2024-07-04,3,Stain/Spot
DF005658,PR005712,MC034,5,2024-07-04,2,Weaving Fault
DF005659,PR005713,MC030,5,2024-07-04,2,Fabric Tear
DF005660,PR005714,MC035,5,2024-07-04,2,Fabric Tear
DF005661,PR005715,MC037,6,2024-07-04,2,Colour Mismatch
DF005662,PR005716,MC039,6,2024-07-04,4,Colour Mismatch
DF005663,PR005717,MC036,6,2024-07-04,4,Weaving Fault
DF005664,PR005718,MC002,1,2024-07-05,4,Size Variance
DF005665,PR005719,MC005,1,2024-07-05,4,Fabric Tear
DF005666,PR005720,MC008,1,2024-07-05,2,Stitching Error
DF005667,PR005721,MC006,1,2024-07-05,4,Stitching Error
DF005668,PR005722,MC004,1,2024-07-05,3,Weaving Fault
DF005669,PR005723,MC007,1,2024-07-05,3,Colour Mismatch
DF005670,PR005724,MC014,2,2024-07-05,4,Stitching Error
DF005671,PR005725,MC013,2,2024-07-05,3,Stitching Error
DF005672,PR005726,MC015,2,2024-07-05,2,Stain/Spot
DF005673,PR005727,MC016,2,2024-07-05,2,Weaving Fault
DF005674,PR005728,MC012,2,2024-07-05,2,Stain/Spot
DF005675,PR005729,MC009,2,2024-07-05,2,Stitching Error
DF005676,PR005730,MC011,2,2024-07-05,8,Weaving Fault
DF005677,PR005731,MC018,2,2024-07-05,4,Fabric Tear
DF005678,PR005732,MC017,2,2024-07-05,4,Stain/Spot
DF005679,PR005733,MC019,3,2024-07-05,4,Stitching Error
DF005680,PR005734,MC024,3,2024-07-05,3,Weaving Fault
DF005681,PR005735,MC021,3,2024-07-05,14,Fabric Tear
DF005682,PR005736,MC023,3,2024-07-05,5,Colour Mismatch
DF005683,PR005737,MC020,3,2024-07-05,6,Stitching Error
DF005684,PR005738,MC028,4,2024-07-05,2,Weaving Fault
DF005685,PR005739,MC029,4,2024-07-05,4,Weaving Fault
DF005686,PR005740,MC026,4,2024-07-05,3,Fabric Tear
DF005687,PR005741,MC033,5,2024-07-05,1,Stain/Spot
DF005688,PR005742,MC031,5,2024-07-05,2,Stitching Error
DF005689,PR005743,MC035,5,2024-07-05,1,Stitching Error
DF005690,PR005744,MC032,5,2024-07-05,4,Fabric Tear
DF005691,PR005745,MC034,5,2024-07-05,2,Fabric Tear
DF005692,PR005746,MC038,6,2024-07-05,3,Stitching Error
DF005693,PR005747,MC036,6,2024-07-05,3,Stitching Error
DF005694,PR005748,MC039,6,2024-07-05,4,Stain/Spot
DF005695,PR005749,MC001,1,2024-07-06,4,Size Variance
DF005696,PR005750,MC005,1,2024-07-06,5,Stain/Spot
DF005697,PR005751,MC004,1,2024-07-06,1,Stain/Spot
DF005698,PR005752,MC006,1,2024-07-06,3,Stitching Error
DF005699,PR005753,MC008,1,2024-07-06,10,Stain/Spot
DF005700,PR005754,MC002,1,2024-07-06,4,Stitching Error
DF005701,PR005755,MC003,1,2024-07-06,3,Weaving Fault
DF005702,PR005756,MC013,2,2024-07-06,3,Size Variance
DF005703,PR005757,MC009,2,2024-07-06,3,Colour Mismatch
DF005704,PR005758,MC011,2,2024-07-06,10,Size Variance
DF005705,PR005759,MC015,2,2024-07-06,4,Stain/Spot
DF005706,PR005760,MC018,2,2024-07-06,4,Size Variance
DF005707,PR005761,MC014,2,2024-07-06,2,Fabric Tear
